Time_seconds,Current,State
0.70375,-3.4993499999999997,2
0.705,-3.524783333333333,2
0.70625,-3.5166433333333327,2
0.7075,-3.5308833333333327,2
0.70875,-3.5817466666666666,2
0.71,-3.663126666666667,2
0.71125,-3.6661799999999998,2
0.7125,-3.6631266666666664,2
0.71375,-3.5288500000000003,2
0.715,-3.598023333333333,2
0.71625,-3.49223,2
0.7175,-3.44849,2
0.71875,-3.4942666666666664,2
0.72,-3.59599,2
0.72125,-3.801473333333333,2
0.7225,-3.682453333333333,2
0.72375,-3.60311,2
0.725,-3.53699,2
0.72625,-3.6427833333333335,2
0.7275,-3.5898833333333333,2
0.72875,-3.5766566666666666,2
0.73,-3.4922266666666664,2
0.73125,-3.6539699999999997,2
0.7325,-3.630573333333333,2
0.73375,-3.6580366666666664,2
0.735,-3.6244699999999996,2
0.73625,-3.75061,2
0.7375,-3.7811299999999997,2
0.73875,-3.7760433333333334,2
0.74,-3.6153166666666667,2
0.74125,-3.589883333333333,2
0.7425,-3.5929333333333333,2
0.74375,-3.67635,2
0.745,-3.7526433333333333,2
0.74625,-3.640746666666666,2
0.7475,-3.6173499999999996,2
0.74875,-3.642783333333333,2
0.75,-3.72518,2
0.75125,-3.70585,2
0.7525,-3.619383333333333,2
0.75375,-3.6092099999999996,2
0.755,-3.6366766666666663,2
0.75625,-3.608193333333333,2
0.7575,-3.641763333333333,2
0.75875,-3.5298666666666665,2
0.76,-3.496296666666667,2
0.76125,-3.3315033333333335,2
0.7625,-3.5115566666666664,2
0.76375,-3.550213333333333,2
0.765,-3.7160233333333332,2
0.76625,-3.69161,2
0.7675,-3.7160233333333332,2
0.76875,-3.665163333333333,2
0.77,-3.6000566666666662,2
0.77125,-3.52173,2
0.7725,-3.55428,2
0.77375,-3.4993499999999997,2
0.775,-3.5227466666666665,2
0.77625,-3.512573333333333,2
0.7775,-3.501383333333333,2
0.77875,-3.5217266666666664,2
0.78,-3.442383333333333,2
0.78125,-3.520713333333333,2
0.7825,-3.575646666666666,2
0.78375,-3.58887,2
0.785,-3.57361,2
0.78625,-3.523763333333333,2
0.7875,-3.5034166666666664,2
0.78875,-3.552243333333333,2
0.79,-3.56038,2
0.79125,-3.6234499999999996,2
0.7925,-3.510536666666666,2
0.79375,-3.4545899999999996,2
0.795,-3.3671066666666665,2
0.79625,-3.4871433333333335,2
0.7975,-3.5085033333333335,2
0.79875,-3.6468499999999997,2
0.8,-3.66109,2
0.80125,-3.6814366666666665,2
0.8025,-3.6448166666666664,2
0.80375,-3.520713333333333,2
0.805,-3.5349533333333327,2
0.80625,-3.5023999999999997,2
0.8075,-3.62345,2
0.80875,-3.648883333333333,2
0.81,-3.6997466666666665,2
0.81125,-3.5970066666666662,2
0.8125,-3.578696666666666,2
0.81375,-3.5441099999999994,2
0.815,-3.642783333333333,2
0.81625,-3.645833333333333,2
0.8175,-3.711953333333333,2
0.81875,-3.6366766666666663,2
0.82,-3.615313333333333,2
0.82125,-3.567503333333333,2
0.8225,-3.6397266666666663,2
0.82375,-3.6132799999999996,2
0.825,-3.675333333333333,2
0.82625,-3.5959899999999996,2
0.8275,-3.55835,2
0.82875,-3.589883333333333,2
0.83,-3.558346666666666,2
0.83125,-3.6570199999999997,2
0.8325,-3.65702,2
0.83375,-3.6651599999999993,2
0.835,-3.574626666666666,2
0.83625,-3.51868,2
0.8375,-3.477986666666667,2
0.83875,-3.5898833333333333,2
0.84,-3.53495,2
0.84125,-3.675333333333333,2
0.8425,-3.546143333333333,2
0.84375,-3.4637466666666668,2
0.845,-3.387453333333333,2
0.84625,-3.3955899999999994,2
0.8475,-3.4739199999999992,2
0.84875,-3.4454366666666667,2
0.85,-3.428143333333333,2
0.85125,-3.4983333333333335,2
0.8525,-3.50342,2
0.85375,-3.627526666666667,2
0.855,-3.5756466666666666,2
0.85625,-3.6010766666666663,2
0.8575,-3.620403333333333,2
0.85875,-3.6071766666666663,2
0.86,-3.7434866666666666,2
0.86125,-3.696693333333333,2
0.8625,-3.804523333333333,2
0.86375,-3.690593333333333,2
0.865,-3.7343366666666666,2
0.86625,-3.6478699999999997,2
0.8675,-3.638713333333333,2
0.86875,-3.626503333333333,2
0.87,-3.6478666666666664,2
0.87125,-3.542073333333333,2
0.8725,-3.4637466666666663,2
0.87375,-3.5054533333333335,2
0.875,-3.5959899999999996,2
0.87625,-3.5959899999999996,2
0.8775,-3.5298699999999994,2
0.87875,-3.5491966666666666,2
0.88,-3.561403333333333,2
0.88125,-3.663126666666667,2
0.8825,-3.5908999999999995,2
0.88375,-3.567503333333333,2
0.885,-3.526813333333333,2
0.88625,-3.5898833333333333,2
0.8875,-3.5959866666666667,2
0.88875,-3.588866666666666,2
0.89,-3.722126666666667,2
0.89125,-3.8462300000000003,2
0.8925,-3.8187633333333335,2
0.89375,-3.7679033333333334,2
0.895,-3.690593333333333,2
0.89625,-3.6733,2
0.8975,-3.630573333333333,2
0.89875,-3.68042,2
0.9,-3.70992,2
0.90125,-3.6051433333333334,2
0.9025,-3.59497,2
0.90375,-3.4769699999999997,2
0.905,-3.634643333333333,2
0.90625,-3.6132799999999996,2
0.9075,-3.695676666666666,2
0.90875,-3.7261966666666666,2
0.91,-3.6895766666666665,2
0.91125,-3.6814399999999994,2
0.9125,-3.720093333333333,2
0.91375,-3.6641433333333326,2
0.915,-3.663123333333333,2
0.91625,-3.5786933333333333,2
0.9175,-3.69466,2
0.91875,-3.6702466666666664,2
0.92,-3.6305733333333334,2
0.92125,-3.60209,2
0.9225,-3.69466,2
0.92375,-3.7322966666666666,2
0.925,-3.7190733333333332,2
0.92625,-3.5959866666666667,2
0.9275,-3.55123,2
0.92875,-3.5827666666666667,2
0.93,-3.5878533333333333,2
0.93125,-3.660076666666666,2
0.9325,-3.6743166666666665,2
0.93375,-3.6549899999999997,2
0.935,-3.6407499999999997,2
0.93625,-3.617353333333333,2
0.9375,-3.7160266666666666,2
0.93875,-3.697713333333333,2
0.94,-3.5817466666666666,2
0.94125,-3.54309,2
0.9425,-3.54309,2
0.94375,-3.5858133333333333,2
0.945,-3.66414,2
0.94625,-3.5959866666666667,2
0.9475,-3.6214199999999996,2
0.94875,-3.5959899999999996,2
0.95,-3.6224366666666663,2
0.95125,-3.6661766666666664,2
0.9525,-3.6163299999999996,2
0.95375,-3.452553333333333,2
0.955,-3.4393299999999996,2
0.95625,-3.38847,2
0.9575,-3.475953333333333,2
0.95875,-3.4515399999999996,2
0.96,-3.6153166666666667,2
0.96125,-3.7078866666666666,2
0.9625,-3.729246666666666,2
0.96375,-3.541053333333333,2
0.965,-3.604123333333333,2
0.96625,-3.485106666666667,2
0.9675,-3.6041266666666667,2
0.96875,-3.45866,2
0.97,-3.61023,2
0.97125,-3.6153166666666663,2
0.9725,-3.672283333333333,2
0.97375,-3.6712666666666665,2
0.975,-3.6824566666666665,2
0.97625,-3.7241633333333333,2
0.9775,-3.637696666666667,2
0.97875,-3.568523333333333,2
0.98,-3.4088133333333333,2
0.98125,-3.5949699999999996,2
0.9825,-3.664143333333333,2
0.98375,-3.775023333333333,2
0.985,-3.678383333333333,2
0.98625,-3.659053333333333,2
0.9875,-3.578693333333333,2
0.98875,-3.5339366666666665,2
0.99,-3.583783333333333,2
0.99125,-3.6733,2
0.9925,-3.5970033333333333,2
0.99375,-3.511553333333333,2
0.995,-3.426103333333333,2
0.99625,-3.545123333333333,2
0.9975,-3.6417633333333335,2
0.99875,-3.733316666666666,2
1.0,-3.7719733333333334,2
1.00125,-3.7221266666666666,2
1.0025,-3.6499033333333335,2
1.00375,-3.55123,2
1.005,-3.5339366666666665,2
1.00625,-3.5837799999999995,2
1.0075,-3.604123333333333,2
1.00875,-3.605143333333333,2
1.01,-3.6193866666666663,2
1.01125,-3.6783866666666665,2
1.0125,-3.8330066666666665,2
1.01375,-3.8625066666666665,2
1.015,-3.819783333333333,2
1.01625,-3.730266666666666,2
1.0175,-3.609213333333333,2
1.01875,-3.57768,2
1.02,-3.4667999999999997,2
1.02125,-3.6834733333333327,2
1.0225,-3.729246666666666,2
1.02375,-3.8543666666666665,2
1.025,-3.6732966666666664,2
1.02625,-3.6468499999999997,2
1.0275,-3.504436666666666,2
1.02875,-3.534953333333333,2
1.03,-3.446453333333333,2
1.03125,-3.4454366666666667,2
1.0325,-3.41899,2
1.03375,-3.475953333333333,2
1.035,-3.4769699999999997,2
1.03625,-3.6183666666666667,2
1.0375,-3.53597,2
1.03875,-3.60921,2
1.04,-3.4189833333333333,2
1.04125,-3.6204,2
1.0425,-3.46476,2
1.04375,-3.5746233333333333,2
1.045,-3.493243333333333,2
1.04625,-3.693643333333333,2
1.0475,-3.7384033333333333,2
1.04875,-3.7628166666666667,2
1.05,-3.6651599999999998,2
1.05125,-3.592933333333333,2
1.0525,-3.4759499999999997,2
1.05375,-3.4261066666666666,2
1.055,-3.5888699999999996,2
1.05625,-3.5898866666666662,2
1.0575,-3.6855066666666665,2
1.05875,-3.6926266666666665,2
1.06,-3.7841799999999997,2
1.06125,-3.731283333333333,2
1.0625,-3.601073333333333,2
1.06375,-3.616333333333333,2
1.065,-3.6692299999999998,2
1.06625,-3.6295566666666663,2
1.0675,-3.6031066666666662,2
1.06875,-3.569536666666666,2
1.07,-3.5532633333333328,2
1.07125,-3.415933333333333,2
1.0725,-3.412883333333333,2
1.07375,-3.4413666666666662,2
1.075,-3.582766666666666,2
1.07625,-3.5847999999999995,2
1.0775,-3.5318999999999994,2
1.07875,-3.533933333333333,2
1.08,-3.4657766666666667,2
1.08125,-3.497313333333333,2
1.0825,-3.38033,2
1.08375,-3.438313333333333,2
1.085,-3.4586566666666663,2
1.08625,-3.5349499999999994,2
1.0875,-3.52478,2
1.08875,-3.530883333333333,2
1.09,-3.567503333333333,2
1.09125,-3.7160199999999994,2
1.0925,-3.660073333333333,2
1.09375,-3.661093333333333,2
1.095,-3.490196666666666,2
1.09625,-3.4830766666666664,2
1.0975,-3.56242,2
1.09875,-3.627523333333333,2
1.1,-3.6926266666666665,2
1.10125,-3.5257966666666665,2
1.1025,-3.4962966666666664,2
1.10375,-3.4891766666666664,2
1.105,-3.6183699999999996,2
1.10625,-3.5797133333333333,2
1.1075,-3.6305733333333334,2
1.10875,-3.55326,2
1.11,-3.630573333333333,2
1.11125,-3.55123,2
1.1125,-3.598023333333333,2
1.11375,-3.53902,2
1.115,-3.5593633333333328,2
1.11625,-3.536986666666666,2
1.1175,-3.568523333333333,2
1.11875,-3.5664899999999995,2
1.12,-3.6214199999999996,2
1.12125,-3.7007666666666665,2
1.1225,-3.7333166666666666,2
1.12375,-3.69873,2
1.125,-3.5746233333333333,2
1.12625,-3.475949999999999,2
1.1275,-3.5481766666666665,2
1.12875,-3.5186766666666665,2
1.13,-3.6183699999999996,2
1.13125,-3.520713333333333,2
1.1325,-3.5847999999999995,2
1.13375,-3.598023333333333,2
1.135,-3.544106666666666,2
1.13625,-3.562416666666666,2
1.1375,-3.4637433333333334,2
1.13875,-3.493246666666666,2
1.14,-3.534953333333333,2
1.14125,-3.5339366666666665,2
1.1425,-3.5929366666666667,2
1.14375,-3.4851099999999997,2
1.145,-3.4739199999999997,2
1.14625,-3.3437099999999997,2
1.1475,-3.3732100000000003,2
1.14875,-3.4627266666666667,2
1.15,-3.6580399999999997,2
1.15125,-3.699746666666666,2
1.1525,-3.6641433333333326,2
1.15375,-3.595986666666666,2
1.155,-3.6956766666666665,2
1.15625,-3.6326066666666668,2
1.1575,-3.6794,2
1.15875,-3.59802,2
1.16,-3.5898833333333333,2
1.16125,-3.515623333333333,2
1.1625,-3.58073,2
1.16375,-3.734333333333333,2
1.165,-3.8177499999999998,2
1.16625,-3.7343333333333333,2
1.1675,-3.6997466666666665,2
1.16875,-3.59497,2
1.17,-3.538003333333333,2
1.17125,-3.431193333333333,2
1.1725,-3.4006733333333328,2
1.17375,-3.364053333333333,2
1.175,-3.4444166666666662,2
1.17625,-3.482056666666667,2
1.1775,-3.6041266666666663,2
1.17875,-3.57361,2
1.18,-3.5034199999999998,2
1.18125,-3.534953333333333,2
1.1825,-3.6376933333333334,2
1.18375,-3.699746666666667,2
1.185,-3.5542800000000003,2
1.18625,-3.4901933333333335,2
1.1875,-3.5746233333333333,2
1.18875,-3.7628166666666667,2
1.19,-3.7160233333333332,2
1.19125,-3.6539699999999997,2
1.1925,-3.4739166666666668,2
1.19375,-3.549193333333333,2
1.195,-3.5970066666666667,2
1.19625,-3.73942,2
1.1975,-3.7333166666666666,2
1.19875,-3.57666,2
1.2,-3.5451266666666665,2
1.20125,-3.6010766666666667,2
1.2025,-3.7180599999999995,2
1.20375,-3.6590599999999993,2
1.205,-3.6041266666666663,2
1.20625,-3.508503333333333,2
1.2075,-3.57666,2
1.20875,-3.5746266666666666,2
1.21,-3.7597666666666667,2
1.21125,-3.7180566666666666,2
1.2125,-3.7170399999999995,2
1.21375,-3.574626666666666,2
1.215,-3.6366799999999997,2
1.21625,-3.5766599999999995,2
1.2175,-3.7465400000000004,2
1.21875,-3.6651599999999998,2
1.22,-3.710936666666666,2
1.22125,-3.5064699999999998,2
1.2225,-3.4881599999999997,2
1.22375,-3.4901966666666664,2
1.225,-3.6661799999999998,2
1.22625,-3.6153166666666667,2
1.2275,-3.6987299999999994,2
1.22875,-3.585816666666666,2
1.23,-3.631593333333333,2
1.23125,-3.543093333333333,2
1.2325,-3.5675066666666666,2
1.23375,-3.563436666666666,2
1.235,-3.619383333333333,2
1.23625,-3.650916666666667,2
1.2375,-3.68347,2
1.23875,-3.6448166666666664,2
1.24,-3.531903333333333,2
1.24125,-3.6305766666666663,2
1.2425,-3.4596766666666667,2
1.24375,-3.4372966666666662,2
1.245,-3.2969166666666663,2
1.24625,-3.461713333333333,2
1.2475,-3.54106,2
1.24875,-3.621423333333333,2
1.25,-3.5837833333333333,2
1.25125,-3.593953333333333,2
1.2525,-3.569536666666666,2
1.25375,-3.456623333333333,2
1.255,-3.5105399999999998,2
1.25625,-3.527833333333333,2
1.2575,-3.6265066666666663,2
1.25875,-3.6397299999999997,2
1.26,-3.5115566666666664,2
1.26125,-3.5675033333333332,2
1.2625,-3.54614,2
1.26375,-3.6692266666666664,2
1.265,-3.6509166666666664,2
1.26625,-3.6387099999999997,2
1.2675,-3.486123333333333,2
1.26875,-3.4372966666666667,2
1.27,-3.423056666666666,2
1.27125,-3.574626666666666,2
1.2725,-3.69161,2
1.27375,-3.634643333333333,2
1.275,-3.642783333333333,2
1.27625,-3.60718,2
1.2775,-3.6824566666666665,2
1.27875,-3.68449,2
1.28,-3.6336266666666663,2
1.28125,-3.634643333333333,2
1.2825,-3.581746666666666,2
1.28375,-3.5481766666666665,2
1.285,-3.4596766666666667,2
1.28625,-3.4464533333333334,2
1.2875,-3.4352633333333333,2
1.28875,-3.520713333333333,2
1.29,-3.6529533333333326,2
1.29125,-3.651936666666666,2
1.2925,-3.637693333333333,2
1.29375,-3.5217266666666664,2
1.295,-3.597003333333333,2
1.29625,-3.674313333333333,2
1.2975,-3.7434866666666666,2
1.29875,-3.6814333333333336,2
1.3,-3.5675033333333337,2
1.30125,-3.5186766666666665,2
1.3025,-3.507486666666666,2
1.30375,-3.5614,2
1.305,-3.6458299999999992,2
1.30625,-3.6498999999999997,2
1.3075,-3.57259,2
1.30875,-3.586833333333333,2
1.31,-3.71094,2
1.31125,-3.7628199999999996,2
1.3125,-3.767906666666666,2
1.31375,-3.620403333333333,2
1.315,-3.6895766666666665,2
1.31625,-3.5827633333333333,2
1.3175,-3.5817466666666666,2
1.31875,-3.5644533333333333,2
1.32,-3.645833333333333,2
1.32125,-3.71399,2
1.3225,-3.6722799999999998,2
1.32375,-3.5908999999999995,2
1.325,-3.608193333333333,2
1.32625,-3.6173499999999996,2
1.3275,-3.71399,2
1.32875,-3.666176666666667,2
1.33,-3.5400366666666665,2
1.33125,-3.377276666666667,2
1.3325,-3.3844,2
1.33375,-3.464763333333333,2
1.335,-3.518676666666666,2
1.33625,-3.5441066666666665,2
1.3375,-3.515623333333333,2
1.33875,-3.5166399999999998,2
1.34,-3.5318999999999994,2
1.34125,-3.549193333333333,2
1.3425,-3.685506666666667,2
1.34375,-3.7028,2
1.345,-3.71094,2
1.34625,-3.7089066666666666,2
1.3475,-3.6295599999999997,2
1.34875,-3.645833333333333,2
1.35,-3.5349499999999994,2
1.35125,-3.583776666666666,2
1.3525,-3.6102266666666663,2
1.35375,-3.6366766666666663,2
1.355,-3.722126666666666,2
1.35625,-3.7129699999999994,2
1.3575,-3.667193333333333,2
1.35875,-3.6326066666666663,2
1.36,-3.615313333333333,2
1.36125,-3.70585,2
1.3625,-3.7078866666666666,2
1.36375,-3.57056,2
1.365,-3.5756466666666666,2
1.36625,-3.561403333333333,2
1.3675,-3.6753333333333336,2
1.36875,-3.61328,2
1.37,-3.5257966666666665,2
1.37125,-3.4922299999999993,2
1.3725,-3.393556666666666,2
1.37375,-3.361003333333333,2
1.375,-3.40576,2
1.37625,-3.3691400000000002,2
1.3775,-3.4179699999999995,2
1.37875,-3.526816666666667,2
1.38,-3.6468499999999997,2
1.38125,-3.7618,2
1.3825,-3.679403333333333,2
1.38375,-3.60006,2
1.385,-3.59192,2
1.38625,-3.5654700000000004,2
1.3875,-3.57259,2
1.38875,-3.4484866666666667,2
1.39,-3.4820566666666664,2
1.39125,-3.616333333333333,2
1.3925,-3.6997466666666665,2
1.39375,-3.6855066666666665,2
1.395,-3.5512299999999994,2
1.39625,-3.5817466666666666,2
1.3975,-3.5837799999999995,2
1.39875,-3.6244699999999996,2
1.4,-3.585816666666666,2
1.40125,-3.585816666666666,2
1.4025,-3.5512299999999994,2
1.40375,-3.5512299999999994,2
1.405,-3.504436666666667,2
1.40625,-3.48409,2
1.4075,-3.46476,2
1.40875,-3.56445,2
1.41,-3.6020899999999996,2
1.41125,-3.4657799999999996,2
1.4125,-3.3976233333333328,2
1.41375,-3.3437099999999997,2
1.415,-3.494263333333333,2
1.41625,-3.4159366666666666,2
1.4175,-3.3894866666666665,2
1.41875,-3.37728,2
1.42,-3.54411,2
1.42125,-3.6387133333333335,2
1.4225,-3.7384033333333333,2
1.42375,-3.6071766666666667,2
1.425,-3.588866666666666,2
1.42625,-3.523763333333333,2
1.4275,-3.5929366666666662,2
1.42875,-3.694663333333333,2
1.43,-3.6163333333333334,2
1.43125,-3.6254866666666663,2
1.4325,-3.61633,2
1.43375,-3.6142966666666663,2
1.435,-3.612263333333333,2
1.43625,-3.549193333333333,2
1.4375,-3.471883333333333,2
1.43875,-3.5105399999999998,2
1.44,-3.628543333333333,2
1.44125,-3.71399,2
1.4425,-3.661093333333333,2
1.44375,-3.590903333333333,2
1.445,-3.69975,2
1.44625,-3.75061,2
1.4475,-3.7119533333333328,2
1.44875,-3.6326066666666663,2
1.45,-3.6549866666666664,2
1.45125,-3.6844866666666665,2
1.4525,-3.7628166666666667,2
1.45375,-3.7302666666666666,2
1.455,-3.8248699999999998,2
1.45625,-3.6834733333333336,2
1.4575,-3.6214199999999996,2
1.45875,-3.5786966666666666,2
1.46,-3.542073333333333,2
1.46125,-3.63566,2
1.4625,-3.62854,2
1.46375,-3.674316666666667,2
1.465,-3.6387133333333335,2
1.46625,-3.5176599999999993,2
1.4675,-3.5135899999999998,2
1.46875,-3.52885,2
1.47,-3.5654699999999995,2
1.47125,-3.534953333333333,2
1.4725,-3.5003666666666664,2
1.47375,-3.479003333333333,2
1.475,-3.518676666666667,2
1.47625,-3.500363333333333,2
1.4775,-3.5268133333333327,2
1.47875,-3.4922266666666664,2
1.48,-3.539023333333333,2
1.48125,-3.60006,2
1.4825,-3.6499066666666664,2
1.48375,-3.57768,2
1.485,-3.6153166666666667,2
1.48625,-3.6590566666666664,2
1.4875,-3.6417633333333326,2
1.48875,-3.5319,2
1.49,-3.36914,2
1.49125,-3.3325199999999997,2
1.4925,-3.3823666666666665,2
1.49375,-3.4708666666666668,2
1.495,-3.4912099999999997,2
1.49625,-3.433226666666666,2
1.4975,-3.4342466666666667,2
1.49875,-3.5614033333333333,2
1.5,-3.5929366666666662,2
1.50125,-3.69059,2
1.5025,-3.6692299999999998,2
1.50375,-3.6621099999999998,2
1.505,-3.683473333333333,2
1.50625,-3.5522466666666666,2
1.5075,-3.5146066666666664,2
1.50875,-3.4342433333333333,2
1.51,-3.532916666666666,2
1.51125,-3.53902,2
1.5125,-3.616333333333333,2
1.51375,-3.5705566666666666,2
1.515,-3.7424733333333333,2
1.51625,-3.623453333333333,2
1.5175,-3.652953333333333,2
1.51875,-3.5095199999999998,2
1.52,-3.5023999999999997,2
1.52125,-3.5512299999999994,2
1.5225,-3.5746266666666666,2
1.52375,-3.55428,2
1.525,-3.545123333333333,2
1.52625,-3.4413633333333333,2
1.5275,-3.490193333333333,2
1.52875,-3.338623333333333,2
1.53,-3.2938666666666667,2
1.53125,-3.3376066666666664,2
1.5325,-3.3467599999999997,2
1.53375,-3.559363333333333,2
1.535,-3.5542766666666665,2
1.53625,-3.5817433333333333,2
1.5375,-3.4352599999999995,2
1.53875,-3.5023999999999997,2
1.54,-3.6000566666666667,2
1.54125,-3.6356599999999997,2
1.5425,-3.544106666666666,2
1.54375,-3.55733,2
1.545,-3.5166399999999998,2
1.54625,-3.5176566666666664,2
1.5475,-3.470863333333333,2
1.54875,-3.51257,2
1.55,-3.532916666666666,2
1.55125,-3.496296666666667,2
1.5525,-3.52885,2
1.55375,-3.614299999999999,2
1.555,-3.6214199999999996,2
1.55625,-3.56649,2
1.5575,-3.4769699999999997,2
1.55875,-3.4545899999999996,2
1.56,-3.4627266666666667,2
1.56125,-3.5095199999999998,2
1.5625,-3.626503333333333,2
1.56375,-3.6112433333333334,2
1.565,-3.5573299999999994,2
1.56625,-3.4830733333333326,2
1.5675,-3.4525566666666663,2
1.56875,-3.415936666666666,2
1.57,-3.4596766666666663,2
1.57125,-3.5644533333333333,2
1.5725,-3.751626666666666,2
1.57375,-3.718056666666666,2
1.575,-3.736366666666666,2
1.57625,-3.5766566666666666,2
1.5775,-3.615313333333333,2
1.57875,-3.4667966666666663,2
1.58,-3.4383133333333333,2
1.58125,-3.4159333333333333,2
1.5825,-3.5095199999999998,2
1.58375,-3.5502099999999994,2
1.585,-3.5766599999999995,2
1.58625,-3.619383333333333,2
1.5875,-3.501383333333333,2
1.58875,-3.538003333333333,2
1.59,-3.4718833333333334,2
1.59125,-3.52071,2
1.5925,-3.4586566666666663,2
1.59375,-3.40576,2
1.595,-3.4291599999999995,2
1.59625,-3.5308866666666665,2
1.5975,-3.5939566666666662,2
1.59875,-3.6376966666666664,2
1.6,-3.5746266666666666,2
1.60125,-3.6020899999999996,2
1.6025,-3.6275199999999996,2
1.60375,-3.637693333333333,2
1.605,-3.70992,2
1.60625,-3.7150066666666666,2
1.6075,-3.701783333333333,2
1.60875,-3.5929366666666667,2
1.61,-3.598023333333333,2
1.61125,-3.53902,2
1.6125,-3.541053333333333,2
1.61375,-3.6051399999999996,2
1.615,-3.611243333333333,2
1.61625,-3.737383333333333,2
1.6175,-3.6214166666666667,2
1.61875,-3.6498999999999997,2
1.62,-3.4596733333333334,2
1.62125,-3.5023999999999997,2
1.6225,-3.494263333333333,2
1.62375,-3.6153166666666663,2
1.625,-3.55021,2
1.62625,-3.5146066666666664,2
1.6275,-3.4525533333333334,2
1.62875,-3.4606933333333334,2
1.63,-3.36914,2
1.63125,-3.477986666666667,2
1.6325,-3.4688299999999996,2
1.63375,-3.5766599999999995,2
1.635,-3.5115566666666664,2
1.63625,-3.687543333333333,2
1.6375,-3.65092,2
1.63875,-3.657023333333333,2
1.64,-3.617349999999999,2
1.64125,-3.6437999999999997,2
1.6425,-3.649903333333333,2
