nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA_F427A,guesthost_Leu,0,1,0.5361658159777136,-834.2107960970225,0.5281580344801449,0.012147286603425825,0.014663819143572896,0.00041852084553908815,0.014663819143572896,0.00041852084553908815
PA_F427A,guesthost_Leu,0,2,0.2465529613550863,-186.57444450174165,0.6321830698892352,0.03243128512128362,0.00519652241304555,0.0003684117846440813,0.00519652241304555,0.0003684117846440813
PA_F427A,guesthost_Leu,0,3,0.0888852727056737,-14.173395920425428,1.0999999999999999,0.9948494139933988,0.002303569845763216,0.0018866805090277038,0.002303569845763216,0.0018866805090277038
PA_F427A,guesthost_Leu,1,0,0.9454643652911392,-4163.6747861815675,0.7649769692495086,0.005877099041419269,0.015685136090414692,9.986282723880197e-05,0.015685136090414692,9.986282723880197e-05
PA_F427A,guesthost_Leu,1,2,0.9915002338528133,-3657.5657349852418,0.9479472225242351,0.004316883613550273,0.018095753447999692,6.0695517638346555e-05,0.018095753447999692,6.0695517638346555e-05
PA_F427A,guesthost_Leu,1,3,0.9957935942893759,-4578.427528242765,1.0044468555311177,0.0031708633950167636,0.01632276013828752,3.677928193935166e-05,0.01632276013828752,3.677928193935166e-05
PA_F427A,guesthost_Leu,2,0,0.9461618208927097,-942.9481353207229,0.9834451962431583,0.017831914159857343,0.0061761861933749135,8.274738356184982e-05,0.0061761861933749135,8.274738356184982e-05
PA_F427A,guesthost_Leu,2,1,0.8942488016205591,-3926.638384719175,0.8695287329830922,0.009111904850202654,0.010430689231875474,8.606512078049643e-05,0.010430689231875474,8.606512078049643e-05
PA_F427A,guesthost_Leu,2,3,0.5129115741206989,-1125.2419593521702,0.5817305085394816,0.012185437508578978,0.0085852436145869,0.00021347175672811825,0.0085852436145869,0.00021347175672811825
