nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,tau_mean,tau_mean_err
PA_F427A,guesthost_TrpDL,0,1,0.9324756592755733,-29831.938151445982,0.9999999999999956,0.005011618459918858,0.005188816681492995,3.0070980047990226e-05,0.03946231122905688,0.00044750123659077784,0.20576767341699148,0.00243152437493922,0.013308884650753222,9.207963998552146e-05
PA_F427A,guesthost_TrpDL,0,2,0.793656707660094,-623.2712119970219,0.9999999999999999,0.07352328673599687,0.003249568400081237,0.0002800059376060633,0.05087005007445843,0.0049485030034572865,0.3745024613215933,0.03981822603800467,0.022300527360518622,0.0018112266774433848
PA_F427A,guesthost_TrpDL,0,3,0.928981179880725,-118.75652370787694,0.9999999999935923,0.26158618771502673,0.002705465155136913,0.0008739405292847681,0.27309103341364943,0.04688651948357757,0.03185566826420493,0.0040798890236579885,0.011404962521473699,0.0005952342389421093
PA_F427A,guesthost_TrpDL,1,0,0.9745243296178548,-41482.01082070531,0.8964745874639712,0.0028490784816450035,0.00821877419237024,3.7641980469160973e-05,0.08921833321998816,0.0005126355696919047,0.22158067839515663,0.0010304249164046278,0.02713698100373476,8.495162042573217e-05
PA_F427A,guesthost_TrpDL,1,2,0.9907679948015853,-27043.371109456304,0.999999999999543,0.0026030277557593504,0.008966690080106322,2.7928596017900244e-05,0.062291630721285594,0.0003455648098334468,0.5242112548383036,0.0024204113935207914,0.041620663986431564,0.00014425756779547525
PA_F427A,guesthost_TrpDL,1,3,0.9688827138615613,-1957.905275873164,0.5709718376709363,0.010762121588661107,0.07902650990633926,0.0032283871779355214,0.23681286348861333,0.006965926137975505,0.6199181246551038,0.011982965212702522,0.19192649781400925,0.0019209009771054305
PA_F427A,guesthost_TrpDL,2,0,0.9461549490200356,-530.0287929457436,0.9999999999999999,0.04399577818797094,0.004025461232664919,0.0002942625043844977,0.12812565861423308,0.02423850165242576,0.019568805954155128,0.0019889366021146548,0.00653272738383517,0.00012347195130347257
PA_F427A,guesthost_TrpDL,2,1,0.9908298378929301,-30141.790185068134,0.9999999999999999,0.0021379578845751542,0.010070107591593637,2.5189515654823046e-05,0.028895961942756107,0.00047587626235729444,0.07249473609742066,0.0006938753788193905,0.01216491272691485,1.6580339430467607e-05
PA_F427A,guesthost_TrpDL,2,3,0.9455742896794689,-6791.365561884266,0.9999999999999997,0.009745674220858137,0.00516356794822919,5.228125959859314e-05,0.020674636892347727,0.0010851638960002953,0.06730783421915452,0.0027357989407194114,0.006555132980720545,4.541134655050335e-05
