nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA_F427A,guesthost_Ala,0,1,0.9202454199342129,-1712.988128455722,0.9999999999999999,0.051708648038229166,0.0029767772708013843,0.00025684604447883904,0.14073560026336535,0.02241188231549532,0.02329928473580286,0.00415847060416043,0.032939207629984216,0.004818475311889049,0.21881748937144338,0.02150669558371469,0.013463490809279503,0.0003828295958222381
PA_F427A,guesthost_Ala,0,2,0.9257889215076154,-310.61338707740146,0.9999999999999999,0.316463016052919,0.002476726568202209,0.000844067155293565,0.24536641909088022,0.027565150426595422,0.05217691203533199,0.010762859198462349,0.03399744723356761,0.01079085598063283,0.9950381282080837,0.3257667356606187,0.04910794489267368,0.005362851760317556
PA_F427A,guesthost_Ala,0,3,,,,,,,,,,,,,,,,
PA_F427A,guesthost_Ala,1,0,0.9932958456213085,-3356.7152388347695,0.6952736985089176,0.01263442323742408,0.005349014208426131,0.00020564332232556,0.2719037828102034,0.007605580380924944,0.056745409303436745,0.0026917062076526267,0.13966022365218156,0.003739882156556842,0.3533579560020463,0.004972858404181894,0.06849837150331045,0.00036132575356552656
PA_F427A,guesthost_Ala,1,2,0.9868011710909859,-3000.396538523285,0.9707471177771599,0.025636930408920178,0.003301541489470156,0.00014324105142493056,0.2941379508977182,0.01157923530652211,0.02704391990041455,0.001199320852323304,0.06101703633060005,0.00207479772982848,0.31518071525521824,0.007397206782408674,0.030390998222306988,0.0002932069975916754
PA_F427A,guesthost_Ala,1,3,0.9870250185326273,-2412.511126715811,0.9999999999999999,0.014419288227908977,0.00527423309567711,0.00010986346276101305,0.1362960821239082,0.006299464726161169,0.12287168501388487,0.009837238248866237,0.02023478771485445,0.0076751677355428516,0.45989757291716693,0.08892616753733226,0.03132709212558821,0.0003851254316840922
PA_F427A,guesthost_Ala,2,0,,,,,,,,,,,,,,,,
PA_F427A,guesthost_Ala,2,1,0.8881223218702065,-1905.2056645809582,0.9999999996895818,0.521996753700014,0.0014356715628598001,0.0012902498897425934,0.9999999996149578,1.0435289139458905,0.0028348435808092506,0.0007165062638369671,0.006766479028184813,0.003434334637975622,0.033402119355997545,0.012758422065879809,0.004496529882251141,0.0004653885506606211
PA_F427A,guesthost_Ala,2,3,,,,,,,,,,,,,,,,
