nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,40.0,20.0,0,1,0.9979309887134746,-30772.46480090584,0.7042797193021724,0.0025962969518547483,0.0072440895318247964,4.123856641748406e-05,0.4182197448728623,0.0007834544243062141,0.1449222977642262,0.0002963951505205154,0.008765056928621945,0.00014590050816755678,0.9999999999999999,0.008737846545813496,0.07447628866803896,7.136526489221268e-05
PA,guesthost_Tyr,40.0,20.0,0,2,0.994451647136325,-13947.822789046528,0.22482469386385626,0.009198223435980825,0.015200965313197088,0.001092941899504735,0.7975768977389566,0.0034849633498597044,0.15550616033892023,0.000639152640427673,0.023254265203954735,0.0005108639476320633,0.9999999999999999,0.009869165523886872,0.15069993851934213,0.00025244339181361956
PA,guesthost_Tyr,40.0,20.0,0,3,0.9894575855898551,-534.4177967376465,0.1976475594088658,0.0528194133232666,0.02710075715487265,0.015271434190377178,0.80432531820143,0.03778345377977835,0.16528371294379135,0.014989891817776163,0.02069320826048728,0.026960288245996868,0.999999999999987,1.0621250649893952,0.15899148177730876,0.006241847031183655
PA,guesthost_Tyr,40.0,20.0,1,0,0.9898602067608375,-21736.83351611329,0.9999999999999942,0.05727980896979062,0.001724109508462641,9.13678097391474e-05,0.3422724379731773,0.007106710883704514,0.014114313309173671,0.0004800688804449258,0.2871480327331086,0.006685505643174656,0.04047993554373758,0.0003019783888830269,0.018178783791658052,5.640587143386971e-05
PA,guesthost_Tyr,40.0,20.0,1,2,0.9793150080347798,-36090.660670188,0.8732573725365663,235007.526055138,0.005019423824632706,0.8382119768636791,0.49666388775508435,235007.5281716831,0.005019578657030312,1.462197306285027,0.06154779945337611,0.000905555132295841,0.049932747563544905,0.0004174667268033224,0.009949543044636435,2.3695096934787524e-05
PA,guesthost_Tyr,40.0,20.0,1,3,0.9613179560186471,-1656.5527743699404,0.9999999997083158,0.25476071389901994,0.0019020013600164196,0.00039609289383221865,0.4612641299837085,0.012491504155897323,0.03183459183850795,0.0005227424088003609,0.0016033307248058664,0.0,7.134004165342683e-05,0.0,0.016586271048918168,0.00026840819010744724
PA,guesthost_Tyr,40.0,20.0,2,0,0.9651572979306323,-9457.478292833646,0.9999999999999999,0.14655774808109617,0.0019810053118913267,0.00024409508891240752,0.2312820272691576,0.04240472219729941,0.07271761165098904,0.007675187276892827,0.18813459577363245,0.04562303943118367,0.13518433880148167,0.007312214217225736,0.04423213288804592,0.0002483899556662881
PA,guesthost_Tyr,40.0,20.0,2,1,0.9996748229762032,-72283.05543083596,0.34042863555292624,0.01785835027156671,0.06361787141695896,0.0010070392949065687,0.5474310089127862,20734.551365861385,0.11422660853254292,1.1021574231927485,0.11480475396349644,20734.552613228574,0.11423965813323018,5.095866327758266,0.09730378856177213,3.896100618143764e-05
PA,guesthost_Tyr,40.0,20.0,2,3,0.8397745819494454,-4328.5957623676795,0.9999999999871856,2.338118430653368,0.0010450586056090776,0.0015315442479752138,0.9999999999997173,0.3656838832531617,0.003076234529693004,0.000367951668373532,0.0187901628758203,0.001644804734949781,0.10100704617474981,0.00709288361964239,0.0060192319845168716,0.0016098513052990966
PA,guesthost_Tyr,40.0,20.0,0,1,0.9979309887134746,-30772.46480090584,0.7042797193021724,0.0025962969518547483,0.0072440895318247964,4.123856641748406e-05,0.4182197448728623,0.0007834544243062141,0.1449222977642262,0.0002963951505205154,0.008765056928621945,0.00014590050816755678,0.9999999999999999,0.008737846545813496,0.07447628866803896,7.136526489221268e-05
PA,guesthost_Tyr,40.0,20.0,0,2,0.994451647136325,-13947.822789046528,0.22482469386385626,0.009198223435980825,0.015200965313197088,0.001092941899504735,0.7975768977389566,0.0034849633498597044,0.15550616033892023,0.000639152640427673,0.023254265203954735,0.0005108639476320633,0.9999999999999999,0.009869165523886872,0.15069993851934213,0.00025244339181361956
PA,guesthost_Tyr,40.0,20.0,0,3,0.9894575855898551,-534.4177967376465,0.1976475594088658,0.0528194133232666,0.02710075715487265,0.015271434190377178,0.80432531820143,0.03778345377977835,0.16528371294379135,0.014989891817776163,0.02069320826048728,0.026960288245996868,0.999999999999987,1.0621250649893952,0.15899148177730876,0.006241847031183655
PA,guesthost_Tyr,40.0,20.0,1,0,0.9898602067608375,-21736.83351611329,0.9999999999999942,0.05727980896979062,0.001724109508462641,9.13678097391474e-05,0.3422724379731773,0.007106710883704514,0.014114313309173671,0.0004800688804449258,0.2871480327331086,0.006685505643174656,0.04047993554373758,0.0003019783888830269,0.018178783791658052,5.640587143386971e-05
PA,guesthost_Tyr,40.0,20.0,1,2,0.9793150080347798,-36090.660670188,0.8732573725365663,235007.526055138,0.005019423824632706,0.8382119768636791,0.49666388775508435,235007.5281716831,0.005019578657030312,1.462197306285027,0.06154779945337611,0.000905555132295841,0.049932747563544905,0.0004174667268033224,0.009949543044636435,2.3695096934787524e-05
PA,guesthost_Tyr,40.0,20.0,1,3,0.9613179560186471,-1656.5527743699404,0.9999999997083158,0.25476071389901994,0.0019020013600164196,0.00039609289383221865,0.4612641299837085,0.012491504155897323,0.03183459183850795,0.0005227424088003609,0.0016033307248058664,0.0,7.134004165342683e-05,0.0,0.016586271048918168,0.00026840819010744724
PA,guesthost_Tyr,40.0,20.0,2,0,0.9651572979306323,-9457.478292833646,0.9999999999999999,0.14655774808109617,0.0019810053118913267,0.00024409508891240752,0.2312820272691576,0.04240472219729941,0.07271761165098904,0.007675187276892827,0.18813459577363245,0.04562303943118367,0.13518433880148167,0.007312214217225736,0.04423213288804592,0.0002483899556662881
PA,guesthost_Tyr,40.0,20.0,2,1,0.9996748229762032,-72283.05543083596,0.34042863555292624,0.01785835027156671,0.06361787141695896,0.0010070392949065687,0.5474310089127862,20734.551365861385,0.11422660853254292,1.1021574231927485,0.11480475396349644,20734.552613228574,0.11423965813323018,5.095866327758266,0.09730378856177213,3.896100618143764e-05
PA,guesthost_Tyr,40.0,20.0,2,3,0.8397745819494454,-4328.5957623676795,0.9999999999871856,2.338118430653368,0.0010450586056090776,0.0015315442479752138,0.9999999999997173,0.3656838832531617,0.003076234529693004,0.000367951668373532,0.0187901628758203,0.001644804734949781,0.10100704617474981,0.00709288361964239,0.0060192319845168716,0.0016098513052990966
