nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,50.0,20.0,0,1,0.9768690990623913,-14764.46333214596,0.219420775909783,0.011100314887602231,0.02374212136715449,0.0023001016483315904,0.7746642911926803,0.010459948305747539,0.11843553671948026,0.0010504347898706988,0.016632279405511482,0.000541737516202579,0.9999999999999999,0.011621430519164649,0.11358957520245758,0.0003454138072993022
PA,guesthost_Tyr,50.0,20.0,0,2,0.9993672123955157,-26934.252747920757,0.2906482630319621,0.0036150928784804675,0.04376919425104582,0.000642123960980181,0.7425324682407491,0.004027564677569456,0.12816232877114342,0.00030652127094431633,0.007990915598830778,0.00010185535222832693,0.9999999999999999,0.007220603152479799,0.11587704620012529,5.294652614913588e-05
PA,guesthost_Tyr,50.0,20.0,0,3,0.9846440370899564,-214.66957818686518,0.9999999999999988,3.183969038219831,0.0033591037814113714,0.004972552179591209,0.7695327991902726,0.03375810573178328,0.09725855500997965,0.008503583281620455,0.033944023330445695,0.028245900409303464,0.9999999999993013,1.285963001478993,0.1121467751938641,0.02221687868488497
PA,guesthost_Tyr,50.0,20.0,1,0,0.9415770204572893,-9266.975635430035,0.9999999887181692,0.27776739766441105,0.001471372149056304,0.0011431608977222965,0.6227923394604284,0.706975039465856,0.0033549309707243055,0.00114518823606185,0.1829804698364249,0.003973160496556249,0.0417656196480446,0.0005181244835342798,0.01120309014665079,0.0004216341307514998
PA,guesthost_Tyr,50.0,20.0,1,2,0.9909518275131034,-44393.13628902238,0.7871674586754576,134213.5284296472,0.0050102865727046425,9.296399019697946,0.23772504304900405,134213.5267611827,0.005010270245097403,30.783535730813405,0.23092159392881623,0.0013305748562985485,0.044004902502741965,0.00012917279755807773,0.015296683484989936,1.9903061778251977e-05
PA,guesthost_Tyr,50.0,20.0,1,3,0.98166289464843,-1963.4750855366788,0.9999829824355291,0.5104044455498028,0.0016794766890412909,0.0006883189069168452,0.07846114654590942,0.03924487095914231,0.016899015666609975,0.01394495879554256,0.48799540024542704,0.05069600210251934,0.04406821124936336,0.00140263946581282,0.024510448639871063,0.00041786973733127397
PA,guesthost_Tyr,50.0,20.0,2,0,0.9583147626656363,-13299.934946610476,0.9999955695532424,0.0904409546887506,0.002113759286938745,0.00016492039348801928,0.2007583563223709,410736.775544089,0.10668012877732669,22.12068115965968,0.17494276327709815,410736.77587440086,0.1066831819263688,24.92601393424381,0.04219412786902806,
PA,guesthost_Tyr,50.0,20.0,2,1,0.9997321461436512,-69776.01603622394,0.2521116717234438,0.016234698134134626,0.06603755909538453,0.0013247859922763605,0.6303332406089971,19244.820492861243,0.12036204861498843,2.908759241710374,0.11613279722266592,19244.819504250107,0.12035769473256543,15.832363155160436,0.10649451532646095,
PA,guesthost_Tyr,50.0,20.0,2,3,0.886241952242053,-8419.242339858925,0.9209842033667767,0.5711431699555216,0.0030346453353498823,0.0005816377011937658,0.9999999643651643,0.7997718531226191,0.0011996659564795199,0.0012639828019361927,0.05803873116707233,0.001981805855509394,0.11387813873065361,0.0027647486897876892,0.010603869010002508,0.0008320449691838512
PA,guesthost_Tyr,50.0,20.0,0,1,0.9768690990623913,-14764.46333214596,0.219420775909783,0.011100314887602231,0.02374212136715449,0.0023001016483315904,0.7746642911926803,0.010459948305747539,0.11843553671948026,0.0010504347898706988,0.016632279405511482,0.000541737516202579,0.9999999999999999,0.011621430519164649,0.11358957520245758,0.0003454138072993022
PA,guesthost_Tyr,50.0,20.0,0,2,0.9993672123955157,-26934.252747920757,0.2906482630319621,0.0036150928784804675,0.04376919425104582,0.000642123960980181,0.7425324682407491,0.004027564677569456,0.12816232877114342,0.00030652127094431633,0.007990915598830778,0.00010185535222832693,0.9999999999999999,0.007220603152479799,0.11587704620012529,5.294652614913588e-05
PA,guesthost_Tyr,50.0,20.0,0,3,0.9846440370899564,-214.66957818686518,0.9999999999999988,3.183969038219831,0.0033591037814113714,0.004972552179591209,0.7695327991902726,0.03375810573178328,0.09725855500997965,0.008503583281620455,0.033944023330445695,0.028245900409303464,0.9999999999993013,1.285963001478993,0.1121467751938641,0.02221687868488497
PA,guesthost_Tyr,50.0,20.0,1,0,0.9415770204572893,-9266.975635430035,0.9999999887181692,0.27776739766441105,0.001471372149056304,0.0011431608977222965,0.6227923394604284,0.706975039465856,0.0033549309707243055,0.00114518823606185,0.1829804698364249,0.003973160496556249,0.0417656196480446,0.0005181244835342798,0.01120309014665079,0.0004216341307514998
PA,guesthost_Tyr,50.0,20.0,1,2,0.9909518275131034,-44393.13628902238,0.7871674586754576,134213.5284296472,0.0050102865727046425,9.296399019697946,0.23772504304900405,134213.5267611827,0.005010270245097403,30.783535730813405,0.23092159392881623,0.0013305748562985485,0.044004902502741965,0.00012917279755807773,0.015296683484989936,1.9903061778251977e-05
PA,guesthost_Tyr,50.0,20.0,1,3,0.98166289464843,-1963.4750855366788,0.9999829824355291,0.5104044455498028,0.0016794766890412909,0.0006883189069168452,0.07846114654590942,0.03924487095914231,0.016899015666609975,0.01394495879554256,0.48799540024542704,0.05069600210251934,0.04406821124936336,0.00140263946581282,0.024510448639871063,0.00041786973733127397
PA,guesthost_Tyr,50.0,20.0,2,0,0.9583147626656363,-13299.934946610476,0.9999955695532424,0.0904409546887506,0.002113759286938745,0.00016492039348801928,0.2007583563223709,410736.775544089,0.10668012877732669,22.12068115965968,0.17494276327709815,410736.77587440086,0.1066831819263688,24.92601393424381,0.04219412786902806,
PA,guesthost_Tyr,50.0,20.0,2,1,0.9997321461436512,-69776.01603622394,0.2521116717234438,0.016234698134134626,0.06603755909538453,0.0013247859922763605,0.6303332406089971,19244.820492861243,0.12036204861498843,2.908759241710374,0.11613279722266592,19244.819504250107,0.12035769473256543,15.832363155160436,0.10649451532646095,
PA,guesthost_Tyr,50.0,20.0,2,3,0.886241952242053,-8419.242339858925,0.9209842033667767,0.5711431699555216,0.0030346453353498823,0.0005816377011937658,0.9999999643651643,0.7997718531226191,0.0011996659564795199,0.0012639828019361927,0.05803873116707233,0.001981805855509394,0.11387813873065361,0.0027647486897876892,0.010603869010002508,0.0008320449691838512
