nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_Phe,10.0,20.0,0,3,0.8424585926224479,-1576.1147695912814,0.5323374672438445,1876065.1605384618,0.018212982175402903,10.389364368086984,0.5527634825383685,1876065.165246682,0.018208220923125056,10.539588999834802,0.1465700586088498,0.007651243209216708,0.9999999988024584,0.02041245320149877,0.16633035084383194,0.0057678185942512256
