nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,tau_mean,tau_mean_err
PA,guesthost_Trp,15.0,18.0,0,2,0.9822735970944235,-50835.08394282868,0.9999999999999991,0.0020706772071800977,0.04737962698881407,0.00011371167747869738,0.031900402479731825,0.0004049764369166776,0.40627852584665053,0.0033993641440240216,0.06034007548219431,8.749910772345568e-05
PA,guesthost_Trp,15.0,18.0,0,3,0.9003217338967151,-1014.7059109370836,0.7617680139718381,0.020966921535801063,0.15717054466193056,0.007489676780278151,0.12158642502783157,0.010269040087428306,0.9999999999999999,0.032496485777119395,0.2413139186898225,0.004713151771200413
PA,guesthost_Trp,15.0,18.0,2,0,0.9758723404418229,-47050.41316225763,0.9999999999999999,0.0024626101111274593,0.017732460124651125,3.870273684801513e-05,0.006723883714551818,0.0001347766154050062,0.5767557413987208,0.010343393529747509,0.02161049866151624,5.8169318211816934e-05
PA,guesthost_Trp,15.0,18.0,2,3,0.9434986008113782,-2933.686194266824,0.999999999999999,0.018309559611787596,0.005157179939622743,0.00010010030722894403,0.0602347890287946,0.002286732782885176,0.35571426678370677,0.011350885201731236,0.026583553753871676,0.0005786362034667588
PA,guesthost_Trp,15.0,18.0,0,2,0.9822735970944235,-50835.08394282868,0.9999999999999991,0.0020706772071800977,0.04737962698881407,0.00011371167747869738,0.031900402479731825,0.0004049764369166776,0.40627852584665053,0.0033993641440240216,0.06034007548219431,8.749910772345568e-05
PA,guesthost_Trp,15.0,18.0,0,3,0.9003217338967151,-1014.7059109370836,0.7617680139718381,0.020966921535801063,0.15717054466193056,0.007489676780278151,0.12158642502783157,0.010269040087428306,0.9999999999999999,0.032496485777119395,0.2413139186898225,0.004713151771200413
PA,guesthost_Trp,15.0,18.0,2,0,0.9758723404418229,-47050.41316225763,0.9999999999999999,0.0024626101111274593,0.017732460124651125,3.870273684801513e-05,0.006723883714551818,0.0001347766154050062,0.5767557413987208,0.010343393529747509,0.02161049866151624,5.8169318211816934e-05
PA,guesthost_Trp,15.0,18.0,2,3,0.9434986008113782,-2933.686194266824,0.999999999999999,0.018309559611787596,0.005157179939622743,0.00010010030722894403,0.0602347890287946,0.002286732782885176,0.35571426678370677,0.011350885201731236,0.026583553753871676,0.0005786362034667588
PA,guesthost_Trp,15.0,18.0,0,2,0.9822735970944235,-50835.08394282868,0.9999999999999991,0.0020706772071800977,0.04737962698881407,0.00011371167747869738,0.031900402479731825,0.0004049764369166776,0.40627852584665053,0.0033993641440240216,0.06034007548219431,8.749910772345568e-05
PA,guesthost_Trp,15.0,18.0,0,3,0.9003217338967151,-1014.7059109370836,0.7617680139718381,0.020966921535801063,0.15717054466193056,0.007489676780278151,0.12158642502783157,0.010269040087428306,0.9999999999999999,0.032496485777119395,0.2413139186898225,0.004713151771200413
PA,guesthost_Trp,15.0,18.0,2,0,0.9758723404418229,-47050.41316225763,0.9999999999999999,0.0024626101111274593,0.017732460124651125,3.870273684801513e-05,0.006723883714551818,0.0001347766154050062,0.5767557413987208,0.010343393529747509,0.02161049866151624,5.8169318211816934e-05
PA,guesthost_Trp,15.0,18.0,2,3,0.9434986008113782,-2933.686194266824,0.999999999999999,0.018309559611787596,0.005157179939622743,0.00010010030722894403,0.0602347890287946,0.002286732782885176,0.35571426678370677,0.011350885201731236,0.026583553753871676,0.0005786362034667588
PA,guesthost_Trp,15.0,18.0,0,2,0.9822735970944235,-50835.08394282868,0.9999999999999991,0.0020706772071800977,0.04737962698881407,0.00011371167747869738,0.031900402479731825,0.0004049764369166776,0.40627852584665053,0.0033993641440240216,0.06034007548219431,8.749910772345568e-05
PA,guesthost_Trp,15.0,18.0,0,3,0.9003217338967151,-1014.7059109370836,0.7617680139718381,0.020966921535801063,0.15717054466193056,0.007489676780278151,0.12158642502783157,0.010269040087428306,0.9999999999999999,0.032496485777119395,0.2413139186898225,0.004713151771200413
PA,guesthost_Trp,15.0,18.0,2,0,0.9758723404418229,-47050.41316225763,0.9999999999999999,0.0024626101111274593,0.017732460124651125,3.870273684801513e-05,0.006723883714551818,0.0001347766154050062,0.5767557413987208,0.010343393529747509,0.02161049866151624,5.8169318211816934e-05
PA,guesthost_Trp,15.0,18.0,2,3,0.9434986008113782,-2933.686194266824,0.999999999999999,0.018309559611787596,0.005157179939622743,0.00010010030722894403,0.0602347890287946,0.002286732782885176,0.35571426678370677,0.011350885201731236,0.026583553753871676,0.0005786362034667588
