nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,65.0,20.0,0,1,0.06762106344049967,-191.42058958815736,0.3748766952999054,0.007316603031118578,9.514962253597396,0.7180668458375687,9.514962253597396,0.7180668458375687
PA,guesthost_Tyr,65.0,20.0,0,2,0.14514255167672852,-324.7525823093526,0.38219539103468253,0.00798851919840529,5.308415299673388,0.29256708533867504,5.308415299673388,0.29256708533867504
PA,guesthost_Tyr,65.0,20.0,1,0,0.6532970223959154,-1723.6071132916215,0.603957701804605,0.010314529071681754,0.00948933914036332,0.00017244561613362957,0.00948933914036332,0.00017244561613362957
PA,guesthost_Tyr,65.0,20.0,1,2,0.9785102383813981,-19688.624886849866,0.9367193335890819,0.0026336241174765144,0.011072747131483152,2.2937122728428993e-05,0.011072747131483152,2.2937122728428993e-05
PA,guesthost_Tyr,65.0,20.0,1,3,0.9456101024517373,-435.9516050495688,0.8888342308568712,0.02229748408938067,0.010293987906338946,0.00020502336120515114,0.010293987906338946,0.00020502336120515114
PA,guesthost_Tyr,65.0,20.0,2,0,0.7227330321655436,-3510.388240518012,0.5057376260786529,0.005418583673742585,0.049800738952299424,0.0005917676390777289,0.049800738952299424,0.0005917676390777289
PA,guesthost_Tyr,65.0,20.0,2,1,0.9976271084642949,-22712.55347146221,0.9109294666428468,0.0009749400155525452,0.08134555137891454,6.47675239347515e-05,0.08134555137891454,6.47675239347515e-05
PA,guesthost_Tyr,65.0,20.0,2,3,0.9046141260913885,-10052.30591839941,0.6118263613654683,0.0032672611293920696,0.06154985809693671,0.00030603985753829816,0.06154985809693671,0.00030603985753829816
PA,guesthost_Tyr,65.0,20.0,0,1,0.06762106344049967,-191.42058958815736,0.3748766952999054,0.007316603031118578,9.514962253597396,0.7180668458375687,9.514962253597396,0.7180668458375687
PA,guesthost_Tyr,65.0,20.0,0,2,0.14514255167672852,-324.7525823093526,0.38219539103468253,0.00798851919840529,5.308415299673388,0.29256708533867504,5.308415299673388,0.29256708533867504
PA,guesthost_Tyr,65.0,20.0,1,0,0.6532970223959154,-1723.6071132916215,0.603957701804605,0.010314529071681754,0.00948933914036332,0.00017244561613362957,0.00948933914036332,0.00017244561613362957
PA,guesthost_Tyr,65.0,20.0,1,2,0.9785102383813981,-19688.624886849866,0.9367193335890819,0.0026336241174765144,0.011072747131483152,2.2937122728428993e-05,0.011072747131483152,2.2937122728428993e-05
PA,guesthost_Tyr,65.0,20.0,1,3,0.9456101024517373,-435.9516050495688,0.8888342308568712,0.02229748408938067,0.010293987906338946,0.00020502336120515114,0.010293987906338946,0.00020502336120515114
PA,guesthost_Tyr,65.0,20.0,2,0,0.7227330321655436,-3510.388240518012,0.5057376260786529,0.005418583673742585,0.049800738952299424,0.0005917676390777289,0.049800738952299424,0.0005917676390777289
PA,guesthost_Tyr,65.0,20.0,2,1,0.9976271084642949,-22712.55347146221,0.9109294666428468,0.0009749400155525452,0.08134555137891454,6.47675239347515e-05,0.08134555137891454,6.47675239347515e-05
PA,guesthost_Tyr,65.0,20.0,2,3,0.9046141260913885,-10052.30591839941,0.6118263613654683,0.0032672611293920696,0.06154985809693671,0.00030603985753829816,0.06154985809693671,0.00030603985753829816
