nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Thr,22.0,74.0,0,1,0.3641307526105956,-234.21661668974343,0.46206048052779464,0.01739005989574692,0.11740801444498913,0.007030537834660668,0.11740801444498913,0.007030537834660668
PA,guesthost_Thr,22.0,74.0,0,2,0.7489381723292763,-607.8954647997671,0.7400810720609394,0.02253807171117647,0.05014789985489911,0.001401817872627408,0.05014789985489911,0.001401817872627408
PA,guesthost_Thr,22.0,74.0,0,3,0.9514806837003462,-790.6822983142007,1.0999999999999999,0.022929057353719706,0.02723557079657969,0.00039616567449828993,0.02723557079657969,0.00039616567449828993
PA,guesthost_Thr,22.0,74.0,1,0,0.9267392208902308,-1327.6555283529399,0.8788716006881495,0.014090862378667168,0.007269713424931722,9.131798367764125e-05,0.007269713424931722,9.131798367764125e-05
PA,guesthost_Thr,22.0,74.0,1,2,0.9613212749853447,-888.3765804465138,1.0999999999999999,0.019876437936844446,0.005611376477168292,7.05463511799955e-05,0.005611376477168292,7.05463511799955e-05
PA,guesthost_Thr,22.0,74.0,1,3,0.8436839802149733,-263.8491051208526,1.0999999999999999,0.06320213327998354,0.0033888113470188197,0.00014107878755064557,0.0033888113470188197,0.00014107878755064557
PA,guesthost_Thr,22.0,74.0,2,0,0.7436975540117787,-582.5259368977852,0.5194095631760149,0.013490137538750495,0.05339378232305882,0.0015349738427888173,0.05339378232305882,0.0015349738427888173
PA,guesthost_Thr,22.0,74.0,2,1,0.9861794022896304,-1187.7241698186476,0.7907874562416668,0.006898612947444632,0.07452307564152323,0.0005339431046593665,0.07452307564152323,0.0005339431046593665
PA,guesthost_Thr,22.0,74.0,2,3,0.6219421101457157,-835.540955824353,0.6120436013753581,0.015224496450040143,0.014142650454905092,0.0003802221722040904,0.014142650454905092,0.0003802221722040904
