nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,35.0,20.0,0,1,0.8068825761889478,-7049.085449471787,0.563658657635329,0.0041784034157446494,0.1465509690726942,0.0010973147631642827,0.1465509690726942,0.0010973147631642827
PA,guesthost_Tyr,35.0,20.0,0,2,0.19474460993396958,-686.9690782115957,0.401808816025693,0.006600339455266064,1.7904629973579853,0.06579560114948363,1.7904629973579853,0.06579560114948363
PA,guesthost_Tyr,35.0,20.0,0,3,0.9906339647700824,-1041.6379520536793,0.9388134840489396,0.008182637336774275,0.1837831099606327,0.0012075492745589815,0.1837831099606327,0.0012075492745589815
PA,guesthost_Tyr,35.0,20.0,1,0,0.8971889356283992,-9475.192122975668,0.6476740605628492,0.0037381349489886847,0.031083307102812117,0.00016329644420983081,0.031083307102812117,0.00016329644420983081
PA,guesthost_Tyr,35.0,20.0,1,2,0.5966415467142188,-5514.747832362824,0.551403567221036,0.0050697580646067815,0.022317109429004965,0.0002360873142500065,0.022317109429004965,0.0002360873142500065
PA,guesthost_Tyr,35.0,20.0,1,3,0.6738259848138468,-654.39424295659,0.5312358341100479,0.013625587504936606,0.021911047321722756,0.0006385233842393904,0.021911047321722756,0.0006385233842393904
PA,guesthost_Tyr,35.0,20.0,2,0,0.8920541979828476,-6995.693978248419,0.5850245237021314,0.003806226291243225,0.10774256994390254,0.0006699192842534777,0.10774256994390254,0.0006699192842534777
PA,guesthost_Tyr,35.0,20.0,2,1,0.9969954559583915,-34339.43593501833,0.9189967675175164,0.0008871346357679878,0.12820430096225194,9.157957442645826e-05,0.12820430096225194,9.157957442645826e-05
PA,guesthost_Tyr,35.0,20.0,2,3,0.27594589300680417,-915.098469567477,0.465057436766516,0.00818949064764307,0.018528271545811482,0.0005710800140654937,0.018528271545811482,0.0005710800140654937
PA,guesthost_Tyr,35.0,20.0,0,1,0.8068825761889478,-7049.085449471787,0.563658657635329,0.0041784034157446494,0.1465509690726942,0.0010973147631642827,0.1465509690726942,0.0010973147631642827
PA,guesthost_Tyr,35.0,20.0,0,2,0.19474460993396958,-686.9690782115957,0.401808816025693,0.006600339455266064,1.7904629973579853,0.06579560114948363,1.7904629973579853,0.06579560114948363
PA,guesthost_Tyr,35.0,20.0,0,3,0.9906339647700824,-1041.6379520536793,0.9388134840489396,0.008182637336774275,0.1837831099606327,0.0012075492745589815,0.1837831099606327,0.0012075492745589815
PA,guesthost_Tyr,35.0,20.0,1,0,0.8971889356283992,-9475.192122975668,0.6476740605628492,0.0037381349489886847,0.031083307102812117,0.00016329644420983081,0.031083307102812117,0.00016329644420983081
PA,guesthost_Tyr,35.0,20.0,1,2,0.5966415467142188,-5514.747832362824,0.551403567221036,0.0050697580646067815,0.022317109429004965,0.0002360873142500065,0.022317109429004965,0.0002360873142500065
PA,guesthost_Tyr,35.0,20.0,1,3,0.6738259848138468,-654.39424295659,0.5312358341100479,0.013625587504936606,0.021911047321722756,0.0006385233842393904,0.021911047321722756,0.0006385233842393904
PA,guesthost_Tyr,35.0,20.0,2,0,0.8920541979828476,-6995.693978248419,0.5850245237021314,0.003806226291243225,0.10774256994390254,0.0006699192842534777,0.10774256994390254,0.0006699192842534777
PA,guesthost_Tyr,35.0,20.0,2,1,0.9969954559583915,-34339.43593501833,0.9189967675175164,0.0008871346357679878,0.12820430096225194,9.157957442645826e-05,0.12820430096225194,9.157957442645826e-05
PA,guesthost_Tyr,35.0,20.0,2,3,0.27594589300680417,-915.098469567477,0.465057436766516,0.00818949064764307,0.018528271545811482,0.0005710800140654937,0.018528271545811482,0.0005710800140654937
