nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,50.0,20.0,0,1,0.4058269680921268,-2066.744250169898,0.47745317763013034,0.006319045867429734,0.4357448254664852,0.008421224307034134,0.4357448254664852,0.008421224307034134
PA,guesthost_Tyr,50.0,20.0,0,2,0.8091796733268153,-6083.7223183543165,0.7009538213658218,0.006203736623023334,0.1789418367497393,0.0014371386480620696,0.1789418367497393,0.0014371386480620696
PA,guesthost_Tyr,50.0,20.0,0,3,0.9098819258203494,-135.0662026355791,0.7274478970150894,0.03377208419906764,0.1384256269394328,0.006041270837231521,0.1384256269394328,0.006041270837231521
PA,guesthost_Tyr,50.0,20.0,1,0,0.7552206989857834,-4620.313549884751,0.5496054383907611,0.005213688696231134,0.02630711746430769,0.000262149381545689,0.02630711746430769,0.000262149381545689
PA,guesthost_Tyr,50.0,20.0,1,2,0.849381764424609,-17893.962192457406,0.620429619617289,0.0028436158078413917,0.028926112823958544,0.0001254092800730491,0.028926112823958544,0.0001254092800730491
PA,guesthost_Tyr,50.0,20.0,1,3,0.9537140345050119,-1530.8846145226214,0.6991425194461219,0.007949485069568085,0.03743924361241927,0.0003718435597625007,0.03743924361241927,0.0003718435597625007
PA,guesthost_Tyr,50.0,20.0,2,0,0.9036841759482231,-9825.905250557928,0.5979210420758291,0.003206609176948765,0.08645409367457671,0.0004362410285454479,0.08645409367457671,0.0004362410285454479
PA,guesthost_Tyr,50.0,20.0,2,1,0.9986942054573675,-56372.47938477848,0.9539568600990853,0.0005162594220801147,0.11175794652096682,4.3878371241076064e-05,0.11175794652096682,4.3878371241076064e-05
PA,guesthost_Tyr,50.0,20.0,2,3,0.4800333810984182,-2560.4523362856958,0.44379550170211135,0.005297498076747239,0.05290968509903511,0.0008846092124591098,0.05290968509903511,0.0008846092124591098
PA,guesthost_Tyr,50.0,20.0,0,1,0.4058269680921268,-2066.744250169898,0.47745317763013034,0.006319045867429734,0.4357448254664852,0.008421224307034134,0.4357448254664852,0.008421224307034134
PA,guesthost_Tyr,50.0,20.0,0,2,0.8091796733268153,-6083.7223183543165,0.7009538213658218,0.006203736623023334,0.1789418367497393,0.0014371386480620696,0.1789418367497393,0.0014371386480620696
PA,guesthost_Tyr,50.0,20.0,0,3,0.9098819258203494,-135.0662026355791,0.7274478970150894,0.03377208419906764,0.1384256269394328,0.006041270837231521,0.1384256269394328,0.006041270837231521
PA,guesthost_Tyr,50.0,20.0,1,0,0.7552206989857834,-4620.313549884751,0.5496054383907611,0.005213688696231134,0.02630711746430769,0.000262149381545689,0.02630711746430769,0.000262149381545689
PA,guesthost_Tyr,50.0,20.0,1,2,0.849381764424609,-17893.962192457406,0.620429619617289,0.0028436158078413917,0.028926112823958544,0.0001254092800730491,0.028926112823958544,0.0001254092800730491
PA,guesthost_Tyr,50.0,20.0,1,3,0.9537140345050119,-1530.8846145226214,0.6991425194461219,0.007949485069568085,0.03743924361241927,0.0003718435597625007,0.03743924361241927,0.0003718435597625007
PA,guesthost_Tyr,50.0,20.0,2,0,0.9036841759482231,-9825.905250557928,0.5979210420758291,0.003206609176948765,0.08645409367457671,0.0004362410285454479,0.08645409367457671,0.0004362410285454479
PA,guesthost_Tyr,50.0,20.0,2,1,0.9986942054573675,-56372.47938477848,0.9539568600990853,0.0005162594220801147,0.11175794652096682,4.3878371241076064e-05,0.11175794652096682,4.3878371241076064e-05
PA,guesthost_Tyr,50.0,20.0,2,3,0.4800333810984182,-2560.4523362856958,0.44379550170211135,0.005297498076747239,0.05290968509903511,0.0008846092124591098,0.05290968509903511,0.0008846092124591098
