nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Trp,15.0,18.0,0,2,0.46830877944547855,-7994.468246891361,0.5048379830621321,0.003606168714297886,0.1919455013929249,0.001822033232639136,0.1919455013929249,0.001822033232639136
PA,guesthost_Trp,15.0,18.0,0,3,0.5299070067629676,-344.44699634744757,0.4884542595333748,0.016709709571034626,0.8463549578573698,0.038089700144333494,0.8463549578573698,0.038089700144333494
PA,guesthost_Trp,15.0,18.0,2,0,0.32728267325697546,-5040.413758856071,0.4532238882791272,0.0035140020906475047,0.11064728112420057,0.001411710077769218,0.11064728112420057,0.001411710077769218
PA,guesthost_Trp,15.0,18.0,2,3,0.47855415223011544,-680.754482095103,0.4335134749594147,0.00993171885018297,0.1626920221223063,0.005322693640374987,0.1626920221223063,0.005322693640374987
PA,guesthost_Trp,15.0,18.0,0,2,0.46830877944547855,-7994.468246891361,0.5048379830621321,0.003606168714297886,0.1919455013929249,0.001822033232639136,0.1919455013929249,0.001822033232639136
PA,guesthost_Trp,15.0,18.0,0,3,0.5299070067629676,-344.44699634744757,0.4884542595333748,0.016709709571034626,0.8463549578573698,0.038089700144333494,0.8463549578573698,0.038089700144333494
PA,guesthost_Trp,15.0,18.0,2,0,0.32728267325697546,-5040.413758856071,0.4532238882791272,0.0035140020906475047,0.11064728112420057,0.001411710077769218,0.11064728112420057,0.001411710077769218
PA,guesthost_Trp,15.0,18.0,2,3,0.47855415223011544,-680.754482095103,0.4335134749594147,0.00993171885018297,0.1626920221223063,0.005322693640374987,0.1626920221223063,0.005322693640374987
PA,guesthost_Trp,15.0,18.0,0,2,0.46830877944547855,-7994.468246891361,0.5048379830621321,0.003606168714297886,0.1919455013929249,0.001822033232639136,0.1919455013929249,0.001822033232639136
PA,guesthost_Trp,15.0,18.0,0,3,0.5299070067629676,-344.44699634744757,0.4884542595333748,0.016709709571034626,0.8463549578573698,0.038089700144333494,0.8463549578573698,0.038089700144333494
PA,guesthost_Trp,15.0,18.0,2,0,0.32728267325697546,-5040.413758856071,0.4532238882791272,0.0035140020906475047,0.11064728112420057,0.001411710077769218,0.11064728112420057,0.001411710077769218
PA,guesthost_Trp,15.0,18.0,2,3,0.47855415223011544,-680.754482095103,0.4335134749594147,0.00993171885018297,0.1626920221223063,0.005322693640374987,0.1626920221223063,0.005322693640374987
PA,guesthost_Trp,15.0,18.0,0,2,0.46830877944547855,-7994.468246891361,0.5048379830621321,0.003606168714297886,0.1919455013929249,0.001822033232639136,0.1919455013929249,0.001822033232639136
PA,guesthost_Trp,15.0,18.0,0,3,0.5299070067629676,-344.44699634744757,0.4884542595333748,0.016709709571034626,0.8463549578573698,0.038089700144333494,0.8463549578573698,0.038089700144333494
PA,guesthost_Trp,15.0,18.0,2,0,0.32728267325697546,-5040.413758856071,0.4532238882791272,0.0035140020906475047,0.11064728112420057,0.001411710077769218,0.11064728112420057,0.001411710077769218
PA,guesthost_Trp,15.0,18.0,2,3,0.47855415223011544,-680.754482095103,0.4335134749594147,0.00993171885018297,0.1626920221223063,0.005322693640374987,0.1626920221223063,0.005322693640374987
