peptide_name,nanopore_name,voltage,peptide_conc,transition_from,transition_to,best_model,bic,r_squared,tau_mean,tau_mean_err,tau_fast,A_fast,tau_fast_err,A_fast_err,tau_middle,A_middle,tau_middle_err,A_middle_err,tau_slow,A_slow,tau_slow_err,A_slow_err
guesthost_Leu,PA,35,20.0,0,2,3-exp,-1460.99,0.906309,0.137495,0.00287962,0.0351353,0.479638,0.0114654,0.158402,0.106567,0.500378,0.0195487,0.171858,1.0,0.0673192,0.0300468,0.00564034
guesthost_Leu,PA,35,20.0,0,3,3-exp,-1395.77,0.996954,0.0879889,0.000640512,0.0139011,0.553161,0.00101199,0.0262615,0.097669,0.685697,0.00135046,0.0110505,1.0,0.0133279,0.110181,0.0015015
guesthost_Leu,PA,35,20.0,1,0,3-exp,-1966.29,0.987916,0.0191993,0.000302242,0.00152495,1.0,0.000453051,0.351257,0.0111611,0.308885,0.00192229,0.0397167,0.037552,0.378855,0.000833355,0.0227721
guesthost_Leu,PA,35,20.0,1,2,2-exp,-4550.29,0.996818,0.0208209,4.17907e-05,0.0140568,0.675934,0.000262243,0.0122675,0.034169,0.331278,0.000426129,0.0136992,0.034169,0.331278,0.000426129,0.0136992
guesthost_Leu,PA,35,20.0,1,3,2-exp,-664.598,0.964829,0.0137973,0.000245167,0.00368936,0.954384,0.000279386,0.0508526,0.0429303,0.23937,0.00155654,0.0129165,0.0429303,0.23937,0.00155654,0.0129165
guesthost_Leu,PA,35,20.0,2,0,3-exp,-1563.28,0.92374,0.00775698,0.000269471,0.00216032,1.0,0.000558364,0.111119,0.00634975,0.414981,0.00117254,0.180816,0.133634,0.0221623,0.0135685,0.00243512
guesthost_Leu,PA,35,20.0,2,1,3-exp,-3285.95,0.986798,0.00956096,8.06714e-05,0.00773529,0.862103,1.25087,455823.0,0.00773592,0.281235,3.89864,455823.0,0.0419687,0.0170779,0.0115706,0.00844032
guesthost_Leu,PA,35,20.0,2,3,3-exp,-4135.11,0.981226,0.00877492,5.01369e-05,0.00407008,1.0,0.000188285,0.0309749,0.0127736,0.309948,0.000889969,0.0376893,0.0815973,0.00913843,0.0142632,0.00273921
guesthost_Thr,PA,80,74.0,0,1,2-exp,-155.448,0.878619,0.109684,0.0123025,0.0111342,1.0,0.00176787,0.139764,1.0,0.09855,0.105893,0.0160384,1.0,0.09855,0.105893,0.0160384
guesthost_Thr,PA,80,74.0,0,2,2-exp,-457.892,0.873654,0.0156715,0.000696993,0.0108928,1.0,0.000731292,0.0637429,0.158573,0.0301352,0.0395183,0.00743075,0.158573,0.0301352,0.0395183,0.00743075
guesthost_Thr,PA,80,74.0,0,3,1-exp,-21.098,0.588696,0.0080823,0.0029697,0.0080823,1.1,0.0029697,0.480957,,,,,,,,
guesthost_Thr,PA,80,74.0,1,0,1-exp,-12.516,0.12259,0.0023216,0.00184373,0.0023216,1.1,0.00184373,0.965571,,,,,,,,
guesthost_Thr,PA,80,74.0,1,2,1-exp,-129.123,0.596097,0.00472982,0.000432441,0.00472982,1.1,0.000432441,0.130534,,,,,,,,
guesthost_Thr,PA,80,74.0,1,3,1-exp,-52.02,0.642118,0.00497383,0.000701363,0.00497383,1.1,0.000701363,0.196429,,,,,,,,
guesthost_Thr,PA,80,74.0,2,0,1-exp,-191.048,0.647537,0.00274059,0.000168796,0.00274059,1.1,0.000168796,0.0896208,,,,,,,,
guesthost_Thr,PA,80,74.0,2,1,1-exp,-89.9687,0.798498,0.00335786,0.000245863,0.00335786,1.1,0.000245863,0.106443,,,,,,,,
guesthost_Thr,PA,80,74.0,2,3,2-exp,-2588.38,0.906091,0.00993414,0.000151833,0.00429758,0.999991,0.00077252,0.476288,0.0062696,0.899037,0.000441663,0.515352,0.0062696,0.899037,0.000441663,0.515352
guesthost_Trp,PA,75,18.0,0,1,2-exp,-4406.93,0.722773,0.0984078,0.00191335,0.0384528,0.983492,0.000801609,0.0169651,1.0,0.0605898,0.0178017,0.00238576,1.0,0.0605898,0.0178017,0.00238576
guesthost_Trp,PA,75,18.0,0,2,3-exp,-8908.12,0.9285,0.0902668,0.000973739,0.022383,0.590703,0.00345495,0.129605,0.0515039,0.541461,0.00498855,0.141314,1.0,0.0491578,0.0114865,0.00145699
guesthost_Trp,PA,75,18.0,0,3,1-exp,-6.66157,0.746367,0.0185176,0.011938,0.0185176,1.1,0.011938,0.685957,,,,,,,,
guesthost_Trp,PA,75,18.0,1,0,3-exp,-10976.9,0.978532,0.0120521,4.67919e-05,0.0048408,1.0,0.00021885,0.0511755,0.013356,0.0494591,0.00866356,0.0544277,0.0551024,0.118883,0.0010232,0.00581725
guesthost_Trp,PA,75,18.0,1,2,2-exp,-17944.9,0.992806,0.0347484,6.1477e-05,0.00325436,0.727934,6.25216e-05,0.0111082,0.0653378,0.495569,0.000145315,0.0017091,0.0653378,0.495569,0.000145315,0.0017091
guesthost_Trp,PA,75,18.0,1,3,2-exp,-323.559,0.979416,0.0281244,0.00055087,0.00402181,0.756686,0.000527362,0.0669756,0.0634469,0.395309,0.00209063,0.0185556,0.0634469,0.395309,0.00209063,0.0185556
guesthost_Trp,PA,75,18.0,2,0,2-exp,-18259.2,0.990561,0.011692,1.81783e-05,0.00702795,0.329055,0.000389419,0.0303242,0.0131422,0.713688,0.000132586,0.0327061,0.0131422,0.713688,0.000132586,0.0327061
guesthost_Trp,PA,75,18.0,2,1,3-exp,-14330.4,0.992939,0.0161812,,0.0121387,0.99924,0.744623,158922.0,0.0121395,0.286731,2.5647,158922.0,0.0430025,0.0132755,0.00486125,0.00429256
guesthost_Trp,PA,75,18.0,2,3,3-exp,-17576.7,0.985286,0.0100207,2.17032e-05,0.00527892,1.0,7.42617e-05,0.00933416,0.0175606,0.233946,0.000458876,0.0103348,0.0773086,0.00819534,0.00424723,0.00101042
guesthost_Leu,PA,40,20.0,0,1,2-exp,-2160.36,0.99727,0.0336375,0.000100274,0.00582496,0.536242,0.00020983,0.0114904,0.0544097,0.560816,0.000258733,0.00454204,0.0544097,0.560816,0.000258733,0.00454204
guesthost_Leu,PA,40,20.0,0,2,2-exp,-105.874,0.226153,0.0986999,0.00823185,0.0582096,1.0,0.0053475,0.0769416,1.0,0.0404903,0.181204,0.0114023,1.0,0.0404903,0.181204,0.0114023
guesthost_Leu,PA,40,20.0,0,3,3-exp,-823.843,0.99576,0.068593,0.0227909,0.0289016,0.678756,0.00293197,0.0610305,0.108301,0.401968,0.0198679,0.0477012,1.0,0.00544243,7.76713,0.0263863
guesthost_Leu,PA,40,20.0,1,0,3-exp,-1289.62,0.982671,0.0171561,0.028026,0.00142855,1.0,0.000477154,0.533436,0.0203176,0.662906,0.000681433,0.0172831,1.0,0.00225885,14.3588,0.00459596
guesthost_Leu,PA,40,20.0,1,2,3-exp,-3465.7,0.99304,0.0128893,3.75285e-05,0.0103999,0.313402,10.2894,403011.0,0.0104002,0.76917,4.14001,403011.0,0.0396952,0.0410739,0.00392451,0.0105561
guesthost_Leu,PA,40,20.0,1,3,2-exp,-564.806,0.985463,0.0155054,0.000208783,0.00237816,0.475328,0.000954685,0.170886,0.0197227,0.728853,0.000370148,0.0252958,0.0197227,0.728853,0.000370148,0.0252958
guesthost_Leu,PA,40,20.0,2,0,2-exp,-517.97,0.73242,0.00340581,0.000159661,0.00225595,1.0,0.000488762,0.127194,0.00547567,0.209996,0.000833934,0.139603,0.00547567,0.209996,0.000833934,0.139603
guesthost_Leu,PA,40,20.0,2,1,2-exp,-3333.17,0.993128,0.0142086,4.50617e-05,0.0126795,1.0,0.000416386,0.064917,0.0230813,0.0662475,0.00549543,0.0688653,0.0230813,0.0662475,0.00549543,0.0688653
guesthost_Leu,PA,40,20.0,2,3,3-exp,-3054.81,0.96546,0.00731501,6.5633e-05,0.00433132,0.846767,0.641581,1072360.0,0.00433176,0.739263,1.04409,1072360.0,0.0573607,0.00775943,0.0106047,0.0016125
guesthost_Trp,PA,60,53.0,0,1,3-exp,-1958.28,0.996692,0.0568885,0.000202446,0.0208833,0.561032,11.4936,560114.0,0.020884,0.550193,11.6241,560114.0,0.351818,0.0957374,0.00522128,0.00210452
guesthost_Trp,PA,60,53.0,0,2,3-exp,-501.324,0.994671,0.0675122,0.000681609,0.0192916,0.581574,9.97949,1142500.0,0.0192936,0.603723,10.2385,1142500.0,0.28747,0.155302,0.0100262,0.00782474
guesthost_Trp,PA,60,53.0,1,0,3-exp,-1233.42,0.9786,0.0104435,0.000229131,0.004702,1.0,0.000520996,0.120679,0.0116623,0.22868,0.002827,0.14014,0.183798,0.0167279,0.0235485,0.00219537
guesthost_Trp,PA,60,53.0,1,2,3-exp,-786.594,0.975649,0.0103876,0.000248366,0.00377274,0.429492,7.25647,2104680.0,0.00377556,0.861893,3.28426,2104680.0,0.0533357,0.103367,0.00318428,0.00954754
guesthost_Trp,PA,60,53.0,1,3,1-exp,-90.7615,0.977475,0.0774779,0.00256656,0.0774779,0.881438,0.00256656,0.0331841,,,,,,,,
guesthost_Trp,PA,60,53.0,2,0,3-exp,-287.959,0.940837,0.0134295,0.138525,0.00846727,0.97296,119735.0,4590200.0,0.00846766,0.110761,1610610.0,4609920.0,0.00846841,0.502259,123228.0,6296690.0
guesthost_Trp,PA,60,53.0,2,1,2-exp,-861.055,0.985423,0.0155953,0.00010525,0.0107327,0.9247,1.54469,881650.0,0.0107335,0.528325,2.89715,881650.0,0.0107335,0.528325,2.89715,881650.0
guesthost_Trp,PA,60,53.0,2,3,1-exp,-32.722,0.719072,0.00320971,0.000503258,0.00320971,1.1,0.000503258,0.213324,,,,,,,,
guesthost_Phe,PA,70,19.0,0,1,3-exp,-1995.31,0.996271,0.0410573,0.000163089,0.0177059,0.562784,4.14771,440144.0,0.0177074,0.589482,3.79812,440144.0,0.201347,0.102582,0.00336637,0.00281096
guesthost_Phe,PA,70,19.0,0,2,3-exp,-1168.65,0.995775,0.0370778,0.000415122,0.0110558,1.0,0.000710096,0.0397524,0.0335585,0.455549,0.00185512,0.0517254,0.501215,0.0214168,0.0350232,0.00151188
guesthost_Phe,PA,70,19.0,0,3,3-exp,-306.323,0.991856,0.0229606,0.00144556,0.0129283,0.681547,56.7715,1374220.0,0.012929,0.755195,51.0811,1374220.0,0.050789,0.0863451,0.0922348,0.311668
guesthost_Phe,PA,70,19.0,1,0,2-exp,-485.32,0.881681,0.00457952,0.000312165,0.00179401,1.0,0.000752953,0.296035,0.00539701,0.51612,0.000640883,0.188135,0.00539701,0.51612,0.000640883,0.188135
guesthost_Phe,PA,70,19.0,1,2,3-exp,-3553.61,0.989095,0.0092434,3.81346e-05,0.00609956,0.993133,0.00304766,2.58255,0.00897936,0.14475,0.0384905,2.45134,0.0205171,0.0919216,0.00762334,0.151191
guesthost_Phe,PA,70,19.0,1,3,1-exp,-424.711,0.97266,0.0109764,0.00017514,0.0109764,1.1,0.00017514,0.0248155,,,,,,,,
guesthost_Phe,PA,70,19.0,2,0,2-exp,-598.875,0.864501,0.00782259,0.000271226,0.00223516,1.0,0.000527836,0.236925,0.0214319,0.260706,0.0014113,0.0295964,0.0214319,0.260706,0.0014113,0.0295964
guesthost_Phe,PA,70,19.0,2,1,1-exp,-3710.08,0.996636,0.0230148,5.25641e-05,0.0230148,0.988094,5.25641e-05,0.00312898,,,,,,,,
guesthost_Phe,PA,70,19.0,2,3,3-exp,-2983.0,0.98613,0.0125829,0.0178653,0.0024878,0.921468,0.000169551,0.0468352,0.01837,0.526731,0.000509739,0.0135682,1.0,0.000614445,33.1062,0.00262093
guesthost_Tyr,PA,30,20.0,0,1,3-exp,-17392.3,0.960224,0.0588172,0.000210538,0.012792,0.65373,0.000299441,0.00792383,0.115386,0.374356,0.00180706,0.00450705,0.463659,0.0156564,0.029004,0.00214192
guesthost_Tyr,PA,30,20.0,0,2,3-exp,-15459.3,0.978279,0.125899,0.000385352,0.00688678,0.250872,0.000832507,0.0261528,0.118435,0.833625,0.000672595,0.00470083,1.0,0.0254415,0.00989741,0.00062603
guesthost_Tyr,PA,30,20.0,0,3,3-exp,-2508.29,0.998279,0.147405,0.000318594,0.0124841,0.165439,0.00295672,0.0256307,0.128491,0.562942,0.0118966,0.15105,0.198814,0.367211,0.0145537,0.158835
guesthost_Tyr,PA,30,20.0,1,0,3-exp,-20873.0,0.979638,0.00818205,8.9238e-05,0.00144267,1.0,0.000130968,0.110832,0.00787177,0.681371,0.000247092,0.0161219,0.0149382,0.0920983,0.000814035,0.0247149
guesthost_Tyr,PA,30,20.0,1,2,2-exp,-20040.6,0.945037,0.006744,2.60555e-05,0.00363133,0.999999,0.000179357,0.146688,0.00519012,0.59973,0.000160282,0.156234,0.00519012,0.59973,0.000160282,0.156234
guesthost_Tyr,PA,30,20.0,1,3,2-exp,-815.534,0.789477,0.00380197,0.000251827,0.00192666,1.0,0.00080033,0.183536,0.0047036,0.398697,0.000751395,0.251769,0.0047036,0.398697,0.000751395,0.251769
guesthost_Tyr,PA,30,20.0,2,0,3-exp,-17369.7,0.986436,0.0645231,0.00018466,0.0016849,1.0,0.000165262,0.141811,0.1026,0.474348,0.00215678,0.0161719,0.191134,0.074138,0.00994686,0.0176113
guesthost_Tyr,PA,30,20.0,2,1,3-exp,-54891.1,0.999659,0.11142,2.49094e-05,0.0528562,0.131675,0.00154777,0.00698948,0.118229,0.833306,0.000498406,0.006184,0.287748,0.02064,0.00438443,0.00128389
guesthost_Tyr,PA,30,20.0,2,3,3-exp,-4177.31,0.82095,0.00405924,5.81231e-05,0.00265351,0.926278,0.778844,2443960.0,0.00265375,0.447235,2.14231,2443960.0,0.0456824,0.00907351,0.00650827,0.00161395
guesthost_Phe,PA,22,19.0,0,1,3-exp,-16534.8,0.996068,0.0223362,4.54723e-05,0.00902823,0.974618,5.3938e-05,0.00318736,0.0513484,0.147451,0.000923491,0.00247753,0.317192,0.0188079,0.00540223,0.000608831
guesthost_Phe,PA,22,19.0,0,2,3-exp,-3390.91,0.995754,0.0232807,8.29309e-05,0.00871294,0.835246,0.000203323,0.0116317,0.0468271,0.29634,0.00414092,0.0245115,0.102581,0.0207303,0.0507999,0.0339989
guesthost_Phe,PA,22,19.0,0,3,2-exp,-1155.1,0.992396,0.0496229,0.000303172,0.0433241,1.0,0.00129853,0.0204667,0.137736,0.0457315,0.0333872,0.0249045,0.137736,0.0457315,0.0333872,0.0249045
guesthost_Phe,PA,22,19.0,1,0,3-exp,-15189.8,0.99363,0.0118617,0.000632912,0.0009565,0.957472,0.000476722,1.03652,0.00567989,0.129409,0.00168904,0.0243606,0.0118771,0.85971,0.000102813,0.0333782
guesthost_Phe,PA,22,19.0,1,2,2-exp,-23978.3,0.993538,0.0117526,1.38392e-05,0.00975167,1.0,9.87012e-05,0.0198218,0.0168558,0.118708,0.000588887,0.0212827,0.0168558,0.118708,0.000588887,0.0212827
guesthost_Phe,PA,22,19.0,1,3,1-exp,-419.097,0.814443,0.00335145,0.000135758,0.00335145,1.1,0.000135758,0.0617968,,,,,,,,
guesthost_Phe,PA,22,19.0,2,0,3-exp,-2715.05,0.990318,0.0172708,0.000569567,0.00119905,1.0,0.000558782,0.835859,0.0105554,0.397723,0.00118731,0.0254026,0.0298322,0.398016,0.000636683,0.0266122
guesthost_Phe,PA,22,19.0,2,1,2-exp,-26120.8,0.995719,0.0141493,1.34465e-05,0.0113042,0.927019,7.56483e-05,0.00875199,0.0217982,0.168364,0.000282491,0.00968413,0.0217982,0.168364,0.000282491,0.00968413
guesthost_Phe,PA,22,19.0,2,3,3-exp,-1223.9,0.948383,0.00606509,6.63424e-05,0.00379969,0.559116,2.51855,2827440.0,0.00380021,0.698703,2.15562,2827440.0,0.0223653,0.057473,0.00356179,0.0189148
guesthost_Phe,PA,27,20.0,0,1,2-exp,-2205.56,0.989792,0.0199299,0.000109119,0.00658916,0.915911,0.000158854,0.014892,0.0513136,0.270783,0.000624918,0.00557167,0.0513136,0.270783,0.000624918,0.00557167
guesthost_Phe,PA,27,20.0,0,2,2-exp,-404.956,0.996245,0.0515676,0.00039961,0.00946801,0.626699,0.000640212,0.0269586,0.0906237,0.503555,0.00132541,0.0115224,0.0906237,0.503555,0.00132541,0.0115224
guesthost_Phe,PA,27,20.0,0,3,1-exp,-246.042,0.981893,0.0643477,0.0011474,0.0643477,0.970974,0.0011474,0.0223246,,,,,,,,
guesthost_Phe,PA,27,20.0,1,0,2-exp,-2200.81,0.991548,0.0117382,0.000264355,0.0012969,0.787753,0.000337028,0.365303,0.0119327,0.898088,7.85121e-05,0.0113843,0.0119327,0.898088,7.85121e-05,0.0113843
guesthost_Phe,PA,27,20.0,1,2,1-exp,-11164.8,0.994497,0.013403,2.15513e-05,0.013403,1.07856,2.15513e-05,0.00253167,,,,,,,,
guesthost_Phe,PA,27,20.0,1,3,1-exp,-86.8876,0.818996,0.00337776,0.000268501,0.00337776,1.1,0.000268501,0.115544,,,,,,,,
guesthost_Phe,PA,27,20.0,2,0,2-exp,-265.441,0.950785,0.0169785,0.411893,0.00829383,1.0,0.000657695,0.0350584,1.0,0.00868467,50.2582,0.0252975,1.0,0.00868467,50.2582,0.0252975
guesthost_Phe,PA,27,20.0,2,1,2-exp,-9896.79,0.990462,0.011769,2.03312e-05,0.0102684,0.184654,1.05864,206162.0,0.0102693,0.961397,0.159622,206162.0,0.0102693,0.961397,0.159622,206162.0
guesthost_Phe,PA,27,20.0,2,3,1-exp,-102.44,0.790824,0.00338025,0.000250966,0.00338025,1.1,0.000250966,0.108484,,,,,,,,
guesthost_Thr,PA,20,7.4,0,1,3-exp,-665.844,0.994558,0.0368872,0.00251015,0.00886941,0.597998,0.00117951,0.0571935,0.0311432,0.587893,0.0022595,0.0656256,1.0,0.0132744,0.414122,0.00366144
guesthost_Thr,PA,20,7.4,0,2,3-exp,-850.36,0.995885,0.0553837,0.000495941,0.0115522,0.461049,0.00661076,0.566624,0.0218377,0.773872,0.00487062,0.599046,0.322641,0.10277,0.00885531,0.00396065
guesthost_Thr,PA,20,7.4,0,3,3-exp,-680.239,0.987839,0.0549021,0.00147825,0.00444086,1.0,0.00170176,0.490752,0.0255469,0.816963,0.00175069,0.071052,0.296228,0.0998906,0.0175726,0.00833594
guesthost_Thr,PA,20,7.4,1,0,3-exp,-215.096,0.846761,0.00480044,0.00507486,0.0013164,1.0,0.0162092,10.6062,0.00249587,1.0,0.0115462,18.0414,0.0177074,0.0558058,0.0229669,0.138309
guesthost_Thr,PA,20,7.4,1,2,2-exp,-228.015,0.950026,0.00632536,0.000254021,0.00430452,0.48924,10.0322,4071730.0,0.00430465,0.9802,4.80207,4071730.0,0.00430465,0.9802,4.80207,4071730.0
guesthost_Thr,PA,20,7.4,1,3,1-exp,-132.178,0.752735,0.00375643,0.000272218,0.00375643,1.1,0.000272218,0.106397,,,,,,,,
guesthost_Thr,PA,20,7.4,2,0,2-exp,-318.046,0.862927,0.00984298,0.00057145,0.00301706,1.0,0.000385514,0.113457,0.0683119,0.0999229,0.00912216,0.0159911,0.0683119,0.0999229,0.00912216,0.0159911
guesthost_Thr,PA,20,7.4,2,1,2-exp,-346.152,0.988579,0.0533868,0.000739654,0.00829423,0.44699,0.00133328,0.0308256,0.102168,0.486253,0.00227812,0.0157466,0.102168,0.486253,0.00227812,0.0157466
guesthost_Thr,PA,20,7.4,2,3,2-exp,-1710.93,0.904439,0.007981,0.000121041,0.00629694,1.0,0.000176817,0.0269197,0.0605907,0.027794,0.00618936,0.00375561,0.0605907,0.027794,0.00618936,0.00375561
guesthost_Ala,PA,60,20.0,0,1,3-exp,-190.993,0.833828,0.0943699,0.0106136,0.00461202,1.0,0.00976975,2.02074,0.00996223,0.988337,0.00842041,2.73376,1.0,0.0799118,0.0764401,0.011347
guesthost_Ala,PA,60,20.0,0,2,2-exp,-326.899,0.940025,0.0292872,0.00102646,0.0118411,1.0,0.00126635,0.0839994,0.134343,0.129863,0.0152477,0.0208511,0.134343,0.129863,0.0152477,0.0208511
guesthost_Ala,PA,60,20.0,0,3,2-exp,-97.1916,0.975387,0.0218082,0.000842765,0.00952431,1.0,0.0036207,0.163008,0.0305097,0.402623,0.00768966,0.24456,0.0305097,0.402623,0.00768966,0.24456
guesthost_Ala,PA,60,20.0,1,0,1-exp,-49.252,0.473216,0.00238448,0.000501844,0.00238448,1.1,0.000501844,0.285379,,,,,,,,
guesthost_Ala,PA,60,20.0,1,2,2-exp,-721.268,0.966927,0.00825333,0.000235087,0.00532484,0.563279,11.2383,2357820.0,0.0053249,0.986678,6.37292,2357820.0,0.0053249,0.986678,6.37292,2357820.0
guesthost_Ala,PA,60,20.0,1,3,2-exp,-142.281,0.935353,0.00798455,,0.00538231,0.994974,3.49052,6380410.0,0.00538277,0.488464,7.32972,6380410.0,0.00538277,0.488464,7.32972,6380410.0
guesthost_Ala,PA,60,20.0,2,0,1-exp,-122.349,0.659956,0.00278204,0.000217707,0.00278204,1.1,0.000217707,0.112915,,,,,,,,
guesthost_Ala,PA,60,20.0,2,1,1-exp,-435.331,0.973429,0.00783179,0.00012028,0.00783179,1.1,0.00012028,0.0239011,,,,,,,,
guesthost_Ala,PA,60,20.0,2,3,2-exp,-2719.63,0.980762,0.0101842,0.00012409,0.00704075,0.993351,0.609849,927232.0,0.00704118,0.453093,1.60919,927232.0,0.00704118,0.453093,1.60919,927232.0
guesthost_Thr,PA,27,74.0,0,1,3-exp,-5148.32,0.997214,0.0251899,5.40514e-05,0.0106096,0.577095,0.000326325,0.0147587,0.0319467,0.538133,0.000499715,0.0164149,0.194089,0.00966356,0.0129412,0.000998317
guesthost_Thr,PA,27,74.0,0,2,3-exp,-3494.84,0.997076,0.0406528,0.000118922,0.0284401,1.0,0.0023375,0.279963,0.045441,0.178761,0.0160084,0.284065,0.334884,0.0122122,0.0264847,0.00167486
guesthost_Thr,PA,27,74.0,0,3,3-exp,-3240.86,0.996367,0.0392931,0.00642201,0.0128584,0.247333,0.00306477,0.0506333,0.0348629,1.0,0.001054,0.0622464,1.0,0.00124994,6.83976,0.00238638
guesthost_Thr,PA,27,74.0,1,0,2-exp,-2709.16,0.956418,0.00718681,0.000380483,0.00129583,1.0,0.000414246,0.538437,0.00798599,0.737664,0.000125471,0.0264823,0.00798599,0.737664,0.000125471,0.0264823
guesthost_Thr,PA,27,74.0,1,2,1-exp,-1756.02,0.980475,0.00703773,4.76268e-05,0.00703773,1.1,4.76268e-05,0.0108201,,,,,,,,
guesthost_Thr,PA,27,74.0,1,3,2-exp,-910.241,0.904868,0.00498227,0.000101331,0.00280238,1.0,0.000372213,0.0605404,0.0091688,0.237751,0.000907135,0.0668653,0.0091688,0.237751,0.000907135,0.0668653
guesthost_Thr,PA,27,74.0,2,0,2-exp,-1088.62,0.859151,0.0108002,0.000324091,0.00289531,1.0,0.000273579,0.0812901,0.0643916,0.122763,0.00341868,0.00890579,0.0643916,0.122763,0.00341868,0.00890579
guesthost_Thr,PA,27,74.0,2,1,1-exp,-2521.83,0.995143,0.0548762,0.000177023,0.0548762,0.922779,0.000177023,0.00396911,,,,,,,,
guesthost_Thr,PA,27,74.0,2,3,3-exp,-2198.6,0.937742,0.00674278,7.53328e-05,0.00320217,0.849469,1.12082,2158000.0,0.00320309,0.543058,2.12505,2158000.0,0.0590976,0.0386341,0.00374463,0.003291
guesthost_Ala,PA,15,20.0,0,2,3-exp,-2522.87,0.996422,0.0397636,0.000310563,0.0177914,0.949821,0.000426356,0.0168438,0.0559351,0.245919,0.00242405,0.0195282,1.0,0.00910947,0.067009,0.000705159
guesthost_Ala,PA,15,20.0,0,3,3-exp,-817.46,0.943342,0.0527981,0.0029686,0.00877,0.591887,0.00643444,0.430998,0.0198775,0.930166,0.00394888,0.552323,1.0,0.0291179,0.0491052,0.00359568
guesthost_Ala,PA,15,20.0,2,0,3-exp,-2199.47,0.990399,0.0223093,0.000127555,0.0032829,0.802456,0.000210609,0.0306279,0.0319775,0.368524,0.00223186,0.0155615,0.0840467,0.0938822,0.00637529,0.0215438
guesthost_Ala,PA,15,20.0,2,3,3-exp,-6003.54,0.98683,0.0119783,5.43005e-05,0.00442976,1.0,0.000253582,0.0453181,0.0130402,0.462769,0.00112264,0.043276,0.0327872,0.0461755,0.00364235,0.0189989
guesthost_Leu,PA,22,20.0,0,1,3-exp,-2508.21,0.997892,0.0596865,0.000362638,0.0122864,0.62015,0.000333005,0.0100668,0.054949,0.386988,0.00109678,0.0107993,1.0,0.0308025,0.0178074,0.000672478
guesthost_Leu,PA,22,20.0,0,2,2-exp,-1296.63,0.994662,0.0571592,0.000308588,0.0423344,0.983168,0.000554836,0.00814803,0.251463,0.0617879,0.011643,0.00450572,0.251463,0.0617879,0.011643,0.00450572
guesthost_Leu,PA,22,20.0,0,3,3-exp,-1153.4,0.99797,0.0523688,0.000788558,0.00561051,0.591519,0.000937044,0.128356,0.0507486,0.932691,0.0011741,0.0100653,0.269178,0.0063799,0.384899,0.0105829
guesthost_Leu,PA,22,20.0,1,0,3-exp,-1552.57,0.980575,0.0162823,0.000389451,0.00150213,1.0,0.000606312,0.43465,0.00794857,0.534066,0.000946789,0.0866264,0.0579024,0.181947,0.00155926,0.0088878
guesthost_Leu,PA,22,20.0,1,2,3-exp,-1206.29,0.991431,0.0166481,0.00020644,0.0068238,0.678295,0.000650802,0.0611194,0.0200119,0.369903,0.00202992,0.0678849,0.207114,0.0222923,0.0264646,0.0035834
guesthost_Leu,PA,22,20.0,1,3,3-exp,-284.256,0.935493,0.00843614,0.000619018,0.00298105,1.0,0.00475313,3.49448,0.00531866,0.390209,0.0130606,3.75807,0.0912114,0.0370535,0.0382975,0.0186798
guesthost_Leu,PA,22,20.0,2,0,2-exp,-271.528,0.682116,0.00907991,0.00975205,0.00285979,1.0,0.000239188,0.0899883,1.0,0.00622012,1.93907,0.0034616,1.0,0.00622012,1.93907,0.0034616
guesthost_Leu,PA,22,20.0,2,1,3-exp,-1051.74,0.985817,0.010622,0.0010422,0.00107625,1.0,0.000800466,1.55185,0.00912747,0.911604,0.000280888,0.0353365,0.187822,0.00652295,0.200149,0.00324126
guesthost_Leu,PA,22,20.0,2,3,3-exp,-2172.65,0.964743,0.00826325,0.000119313,0.00460703,0.656328,1.95708,651361.0,0.00460726,0.789401,1.65296,651361.0,0.123572,0.0129686,0.0122161,0.00111796
guesthost_Ala,PA,50,20.0,0,1,3-exp,-2026.02,0.991545,0.0212295,0.000164215,0.0098511,1.0,0.00301934,1.10041,0.0151569,0.602086,0.00567617,1.1265,0.102912,0.0218897,0.0121987,0.00503927
guesthost_Ala,PA,50,20.0,0,2,3-exp,-3258.59,0.988523,0.0514281,0.000676914,0.00778764,1.0,0.000894426,0.0879952,0.0189596,0.693116,0.00120322,0.123378,1.0,0.0304992,0.0206928,0.000803076
guesthost_Ala,PA,50,20.0,0,3,3-exp,-768.872,0.994516,0.0615929,0.000964017,0.00736488,1.0,0.00073341,0.0748958,0.0439576,0.527136,0.0022294,0.029274,0.725192,0.0428251,0.0558805,0.00376554
guesthost_Ala,PA,50,20.0,1,0,2-exp,-299.873,0.661085,0.00336171,0.000165117,0.00280238,1.0,0.000405914,0.109314,0.0230644,0.024251,0.0216132,0.0273089,0.0230644,0.024251,0.0216132,0.0273089
guesthost_Ala,PA,50,20.0,1,2,2-exp,-3203.35,0.990282,0.0107763,4.09225e-05,0.00822904,1.0,0.000331069,0.076236,0.0147858,0.172275,0.00153171,0.0820872,0.0147858,0.172275,0.00153171,0.0820872
guesthost_Ala,PA,50,20.0,1,3,2-exp,-1123.43,0.98118,0.0117362,0.000248088,0.00998416,0.99461,1.12633,1291960.0,0.00998529,0.180851,4.73264,1291960.0,0.00998529,0.180851,4.73264,1291960.0
