peptide_name,nanopore_name,transition_from,transition_to,best_model,bic,r_squared,tau_mean,tau_mean_err,tau_fast,A_fast,tau_fast_err,A_fast_err,tau_middle,A_middle,tau_middle_err,A_middle_err,tau_slow,A_slow,tau_slow_err,A_slow_err
guesthost_Phe,PA_F427Y,0,1,3-exp,-3976.04,0.939762,0.0223935,0.000490943,0.00332912,1,0.000128594,0.0272384,0.0501206,0.136311,0.00325302,0.00631554,0.605745,0.0201939,0.037307,0.00163923
guesthost_Phe,PA_F427Y,0,2,3-exp,-1525.76,0.804052,0.021606,0.00269236,0.00124565,1,0.00522412,1.72603,0.00239864,1,0.0025021,4.74787,0.415932,0.0431842,0.0276304,0.00300214
guesthost_Phe,PA_F427Y,0,3,3-exp,-248.709,0.922164,0.0530774,0.00578454,0.0031421,1,0.000629353,0.143765,0.0961245,0.13124,0.0451837,0.0248075,0.806173,0.0462926,0.326988,0.0224294
guesthost_Phe,PA_F427Y,1,0,3-exp,-6377.74,0.98085,0.0099249,0.000141758,0.00149163,1,0.00020094,0.179259,0.00994113,0.671941,0.000230026,0.0165461,0.0431896,0.040598,0.00184463,0.00396621
guesthost_Phe,PA_F427Y,1,2,3-exp,-21112.6,0.986828,0.0111326,5.04742e-05,0.00162774,1,7.45994e-05,0.0603497,0.0139573,0.665255,9.17745e-05,0.00450097,0.059014,0.00372296,0.0092371,0.00121106
guesthost_Phe,PA_F427Y,1,3,3-exp,-12730.5,0.996293,0.0157603,4.95165e-05,0.0141391,0.802579,1.48421,155076,0.0141396,0.289353,4.06605,155076,0.100021,0.00321143,0.0363813,0.00151471
guesthost_Phe,PA_F427Y,2,0,3-exp,-1047.52,0.810902,0.00848028,0.00142096,0.00264269,1,0.00039105,0.0960793,0.0155117,0.141439,0.0024984,0.0358543,1,0.00364363,0.620951,0.00174685
guesthost_Phe,PA_F427Y,2,1,3-exp,-32608.5,0.995106,0.0138127,5.19878e-05,0.00142915,0.435486,0.000130956,0.0641779,0.0130784,0.947641,2.17196e-05,0.00265374,0.561607,0.00141871,0.0197329,4.3654e-05
guesthost_Phe,PA_F427Y,2,3,3-exp,-16806,0.936294,0.00604724,8.89963e-05,0.00172518,1,0.000287437,0.0826782,0.00395525,0.778849,0.000249307,0.161797,0.0456899,0.0271727,0.0010996,0.00100301
