nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA_F427Y,guesthost_Trp,0,1,0.37125911428688907,-3905.2911067264677,0.44860876743624806,0.004082615022180165,0.048884146112938495,0.0006962644714773062,0.048884146112938495,0.0006962644714773062
PA_F427Y,guesthost_Trp,0,2,0.28908919148295875,-399.6028970614942,0.4161877643382566,0.010608399615238592,0.09727170742158825,0.004559982690681535,0.09727170742158825,0.004559982690681535
PA_F427Y,guesthost_Trp,0,3,0.7580325772614234,-125.42014848752643,0.6467548654157974,0.038780341783716116,0.015358244118987105,0.00095822958579695,0.015358244118987105,0.00095822958579695
PA_F427Y,guesthost_Trp,1,0,0.7728338700773962,-12345.101974858977,0.5530251257995591,0.003179369160509599,0.0418679720581684,0.00024905122998512797,0.0418679720581684,0.00024905122998512797
PA_F427Y,guesthost_Trp,1,2,0.6822508680951815,-3638.4051441424563,0.49268115900942067,0.005216031447102738,0.07360974832181442,0.000894914112718779,0.07360974832181442,0.000894914112718779
PA_F427Y,guesthost_Trp,1,3,0.9630347169210537,-2954.162831754397,0.7027067688539306,0.005356585788681469,0.0751623580986892,0.0004938847877303859,0.0751623580986892,0.0004938847877303859
PA_F427Y,guesthost_Trp,2,0,0.536584573196689,-764.6869488918496,0.5293477752368726,0.012729430007052121,0.012531879032365668,0.00037374315542860814,0.012531879032365668,0.00037374315542860814
PA_F427Y,guesthost_Trp,2,1,0.9851904224780711,-13777.499712268766,0.8317679313977346,0.0022840081209016512,0.03147164286178812,6.754952927666386e-05,0.03147164286178812,6.754952927666386e-05
PA_F427Y,guesthost_Trp,2,3,0.764226639352239,-4023.5293372604574,0.779392200571709,0.009438120170761902,0.006910944292353898,7.297431547176851e-05,0.006910944292353898,7.297431547176851e-05
