peptide_name,nanopore_name,transition_from,transition_to,best_model,bic,r_squared,tau_mean,tau_mean_err,tau_fast,A_fast,tau_fast_err,A_fast_err,tau_middle,A_middle,tau_middle_err,A_middle_err,tau_slow,A_slow,tau_slow_err,A_slow_err
guesthost_Thr,PA_F427Y,0,1,3-exp,-1259.76,0.978811,0.0284331,0.000624317,0.00392014,0.792899,0.000299322,0.0358365,0.0414306,0.327545,0.00195006,0.0131262,0.487759,0.0240989,0.0448258,0.00241708
guesthost_Thr,PA_F427Y,0,2,3-exp,-313.453,0.841075,0.0820076,0.00758149,0.00225793,1,0.00117845,0.394728,0.0163571,0.332115,0.00525155,0.122744,1,0.0743172,0.0614129,0.00890539
guesthost_Thr,PA_F427Y,0,3,2-exp,-130.793,0.975617,0.0723621,0.00336812,0.00643948,0.779839,0.000920836,0.0607174,0.291392,0.231099,0.0221215,0.0182245,0.291392,0.231099,0.0221215,0.0182245
guesthost_Thr,PA_F427Y,1,0,3-exp,-682.86,0.859597,0.00432774,0.00114208,0.00161087,1,0.0146038,41.8619,0.00219236,1,0.0125619,43.4205,0.0108921,0.048156,0.00596748,0.0679237
guesthost_Thr,PA_F427Y,1,2,2-exp,-1726.93,0.792865,0.00360176,8.65732e-05,0.00237041,1,0.000274638,0.0605418,0.006145,0.200383,0.000521578,0.0705913,0.006145,0.200383,0.000521578,0.0705913
guesthost_Thr,PA_F427Y,1,3,2-exp,-1836.34,0.905966,0.00467559,0.000189198,0.0016502,1,0.000544562,0.250858,0.00302986,0.998526,0.000226532,0.407044,0.00302986,0.998526,0.000226532,0.407044
guesthost_Thr,PA_F427Y,2,0,2-exp,-105.872,0.534979,0.00418217,0.000739497,0.00267404,1,0.000677282,0.240897,0.0575478,0.0262066,0.0528418,0.0183001,0.0575478,0.0262066,0.0528418,0.0183001
guesthost_Thr,PA_F427Y,2,1,3-exp,-4504.59,0.961795,0.00854847,0.000127972,0.00195152,1,0.000439787,0.115716,0.00493817,0.622449,0.000599928,0.205443,0.0662596,0.0531725,0.00195697,0.00239277
guesthost_Thr,PA_F427Y,2,3,2-exp,-6904.11,0.873706,0.00533449,4.17247e-05,0.00497846,1,5.48306e-05,0.0128161,0.0788894,0.00451306,0.0112244,0.000656017,0.0788894,0.00451306,0.0112244,0.000656017
