Nanopores,Mean accuracy,Std Dev accuracy,Mean macro_precision,Std Dev macro_precision,Mean macro_recall,Std Dev macro_recall,Mean macro_f1,Std Dev macro_f1
WT,0.8659399999999999,0.008716329502720735,0.8659800000000001,0.008826188305265196,0.8659399999999999,0.008716329502720735,0.86516,0.008731002233420887
F427A,0.8873599999999999,0.008930083986167195,0.8881400000000002,0.008330330125511227,0.8873199999999999,0.00890536916696887,0.8868599999999999,0.008901595362630235
F427Y,0.78558,0.008520891972088362,0.78196,0.008895751795098624,0.78558,0.008520891972088362,0.78288,0.008765705904261224
