Time,Current,State
0.0,-0.1029839049771697,3
0.0025,-0.3135682628395955,3
0.005,-0.0938526207020205,3
0.0075,-0.2464569785644466,3
0.01,-0.11525133642687191,3
0.0125,-0.6523756942892982,3
0.015,-0.4357100521517232,3
0.0175,0.07086558998585168,3
0.02,-0.2831487678765745,3
0.0225,-0.014613125738999422,3
0.025,-0.5547874836014257,3
0.0275,-0.07567184146385042,3
0.03,-0.13367619932627672,3
0.0325,0.11044944281129787,3
0.035,-0.014684915051127234,3
0.0375,-0.12455927291355362,3
0.04,-0.023863630775978528,3
0.0425,-0.32600798863840463,3
0.045,-0.30466234650083024,3
0.0475,-0.5305067043632548,3
0.05,-0.19177106222568163,3
0.0525,0.09813457991189356,3
0.055,-0.33522977795053244,3
0.0575,-0.46647413581295805,3
0.06,0.015691506324616356,3
0.0625,0.009577148462191154,3
0.065,-0.12166720940023446,3
0.0675,-0.36582156726266035,3
0.07,0.34217407487491425,3
0.0725,0.36351971701248864,3
0.075,-0.29262464084993667,3
0.0775,-0.16751899871236198,3
0.08,-0.24992335657478826,3
0.0825,-0.030217714437213772,3
0.085,-0.3933920722996396,3
0.0875,-0.3232164301620646,3
0.09,-0.29881078802449057,3
0.0925,-0.24084514588691608,3
0.095,-0.289689503749341,3
0.0975,-0.3873538616117669,3
0.1,-0.3660082194741925,3
0.1025,-0.039482577336618974,3
0.105,0.04595306480095651,3
0.1075,-0.1280112930614692,3
0.11,-0.2134756509238951,3
0.1125,-0.015130008786320204,3
0.115,-0.3233743666487463,3
0.1175,-0.3081287245111719,3
0.12,-0.2287930823735973,3
0.1225,-0.1494674402360232,3
0.125,-0.329531798098448,3
0.1275,0.054973844039126085,3
0.13,-0.3570305138232994,3
0.1325,-0.1891948716857259,3
0.135,-0.1464792295481505,3
0.1375,-0.15260358741057622,3
0.14,-0.3448779452730024,3
0.1425,-0.4364423031354274,3
0.145,-5.666099785361922e-05,3
0.1475,-0.29304101886027834,3
0.15,-0.354085376722705,3
0.1525,-0.11301973458513004,3
0.155,0.009045907552445165,3
0.1575,-0.33887845030998154,3
0.16,-0.061182808172405956,3
0.1625,-0.11917716603483264,3
0.165,-0.14665152389725744,3
0.1675,-0.08258588175968296,3
0.17,0.07608976037789095,3
0.1725,-0.0063145974845344455,3
0.175,-0.06431895534695986,3
0.1775,-0.20166331320938546,3
0.18,-0.24134767107181165,3
0.1825,0.09432797106576363,3
0.185,-0.05826638679666196,3
0.1875,-0.27191074465908827,3
0.19,-0.26276510252151297,3
0.1925,-0.4123194603839391,3
0.195,-0.40622381824636467,3
0.1975,-0.31773817610879096,3
0.2,0.057607466028784415,3
0.2025,0.07896310816635932,3
0.205,-0.17130124969606708,3
0.2075,-0.24150560755849249,3
0.21,-0.2232099654209181,3
0.2125,-0.5589143232833438,3
0.215,-0.2140786811457689,3
0.2175,0.15211696099180472,3
0.22,0.1643026031293795,3
0.2225,-0.2995717547330461,3
0.225,-0.4063961125954716,3
0.2275,-0.0737704704578972,3
0.23,-0.07989482832032291,3
0.2325,0.0024908138172516914,3
0.235,-0.2233535440451737,3
0.2375,-0.3393379019075997,3
0.24,-0.2416922597700255,3
0.2425,-0.1806666176324505,3
0.245,-0.15017097549487612,3
0.2475,-0.250885333357302,3
0.25,-0.1990196912197275,3
0.2525,-0.2173440490821532,3
0.255,-0.11054840694457813,3
0.2575,-0.05868276480700452,3
0.26,-0.09226712266942982,3
0.2625,-0.26318148053185464,3
0.265,-0.32728583839428094,3
0.2675,-0.06180019625670585,3
0.27,-0.03739455411913273,3
0.2725,-0.037408911981557935,3
0.275,-0.26630326984398245,3
0.2775,-0.29683762770640865,3
0.28,-0.33652198556883395,3
0.2825,0.01746365656874005,3
0.285,-0.12598070129368555,3
0.2875,-0.28774505915611126,3
0.29,-0.21450941701853665,3
0.2925,-0.052783774880961865,3
0.295,-0.32134813274338825,3
0.2975,-0.38850249060581277,3
0.3,-0.17184684846823917,3
0.3025,0.041758793669335326,3
0.305,-0.31530556419308997,3
0.3075,-0.2878599220555156,3
0.31,-0.010164279917940888,3
0.3125,-0.4618386377803674,3
0.315,-0.08038299564279239,3
0.3175,-0.17804735350521828,3
0.32,-0.4435717113676434,3
0.3225,0.2308539307699311,3
0.325,-0.03466042709249528,3
0.3275,-0.0987647849549198,3
0.33,-0.3978491428173463,3
0.3325,-0.2086535006797714,3
0.335,-0.2849578585421968,3
0.3375,-0.156802216404623,3
0.34,-0.1903865742670483,3
0.3425,0.007969067870526203,3
0.345,-0.22703528999189881,3
0.3475,-0.4559296478543251,3
0.35,-0.11415400571675072,3
0.3525,-0.20266836357917573,3
0.355,-0.1569027214416021,3
0.3575,-0.3980070793040271,3
0.36,0.007868562833547088,3
0.3625,-0.15694579502887862,3
0.365,-0.10508015289130324,3
0.3675,-0.22716451075372923,3
0.37,0.02001113138384536,3
0.3725,0.23362677352141947,3
0.375,-0.29434758434100594,3
0.3775,-0.26689194220343193,3
0.38,-0.23639630006585755,3
0.3825,0.06571934207171726,3
0.385,-0.11129501579070844,3
0.3875,0.029070626346865858,3
0.39,-0.27917373151556024,3
0.3925,-0.06556808937798486,3
0.395,-0.06863244724041095,3
0.3975,-0.46232680510283686,3
0.4,0.05951883703473815,3
0.4025,-0.12970552082768805,3
0.405,-0.28535987869011326,3
0.4075,-0.30368423655253896,3
0.41,-0.21214859441496436,3
0.4125,-0.3586529522773896,3
0.415,0.16013268986018403,3
0.4175,-0.09012166800224097,3
0.42,-0.07182602586466658,3
0.4225,-0.02912038372709258,3
0.425,-0.19697474158951866,3
0.4275,-0.09017909945194358,3
0.43,2.5434765426856316,2
0.4325,3.013432184823205,2
0.435,2.87303782696078,2
0.4375,3.199553469098354,1
0.44,2.555619111235929,2
0.4425,2.308414753373503,2
0.445,2.1619203955110775,2
0.4475,2.338906037648652,2
0.45,2.5158916797862263,2
0.4525,2.5891173219238013,2
0.455,2.3724329640613746,2
0.4575,2.3693686061989494,2
0.46,2.8637342483365247,2
0.4625,2.2930398904740983,2
0.465,4.151545532611673,0
0.4675,4.3315911747492475,0
0.47,4.178986816886821,0
0.4725,4.325452459024397,0
0.475,4.117918101161971,0
0.4775,4.514633743299545,0
0.48,3.873749385437119,1
0.4825,4.218585027574694,0
0.485,4.001900669712268,1
0.4875,4.584766311849842,0
0.49,3.9316819539874173,1
0.4925,4.221577596124991,0
0.495,4.264293238262566,0
0.4975,4.13304888040014,0
0.5,4.239844522537715,0
0.5025,4.184900164675289,0
0.505,4.313065806812864,0
0.5075,3.943781448950438,1
0.51,4.4320470910880125,0
0.5125,4.096342733225587,0
0.515,4.1756783753631606,0
0.5175,3.9895040175007357,1
0.52,4.25803965963831,0
0.5225,4.343475301775884,0
0.525,4.090170943913459,0
0.5275,4.236636586051033,0
0.53,4.285452228188608,0
0.5325,2.433017870326183,2
0.535,-0.3990264875362435,3
0.5375,-0.06029084539866858,3
0.54,0.07091479673890522,3
0.5425,-0.1335695611235197,3
0.545,-0.10916391898594568,3
0.5475,-0.1702182768483711,3
0.55,0.2692273652892032,3
0.5525,-0.1946569925732229,3
0.555,-0.0878613504356478,3
0.5575,-0.2160457082980738,3
0.56,0.015869933839501194,3
0.5625,-0.2099744240229242,3
0.565,0.034151218114649495,3
0.5675,0.049396860252224783,3
0.57,-0.2954674976102014,3
0.5725,-0.4053418554726269,3
0.575,-0.13985621333505271,3
0.5775,-0.24058057119747822,3
0.58,-0.4023349290599034,3
0.5825,-0.05749928692232942,3
0.585,-0.21315364478475463,3
0.5875,-0.06363800264718034,3
0.59,-0.3230423605096062,3
0.5925,-0.3230567183720323,3
0.595,-0.29256107623445704,3
0.5975,-0.19796543409688283,3
0.6,-0.18577979195930894,3
0.6025,0.061405850178266164,3
0.605,-0.08814850768415994,3
0.6075,-0.14309286554658485,3
0.61,0.08272277659099014,3
0.6125,-0.27740158127143655,3
0.615,-0.08210593913386166,3
0.6175,-0.06686029699628726,3
0.62,0.03383534514128694,3
0.6225,-0.14927901272113875,3
0.625,-0.39954337058356426,3
0.6275,-0.16151772844598966,3
0.63,-0.15848208630841576,3
0.6325,-0.024216444170840568,3
0.635,-0.21344080203326676,3
0.6375,-0.2561851598956917,3
0.64,-0.10055951775811689,3
0.6425,0.055066124379457015,3
0.645,-0.08532823348296859,3
0.6475,-0.31727259134539487,3
0.65,-0.19521694920782018,3
0.6525,-0.14640130707024568,3
0.655,-0.07927566493267069,3
0.6575,-0.2868100227950965,3
0.66,-0.11898438065752259,3
0.6625,-0.2349587385199472,3
0.665,-0.3448430963823741,3
0.6675,-0.1953174542447993,3
0.67,0.04880818789277619,3
0.6725,-0.0549661699696502,3
0.675,-0.1587405278320757,3
0.6775,-0.04889488569450151,3
0.68,-0.3693392435569267,3
0.6825,-0.033663601419353206,3
0.685,-0.216777959281778,3
0.6875,0.07006768285579668,3
0.69,-0.2503766750066294,3
0.6925,0.10055896713094548,3
0.695,-0.2778753907314808,3
0.6975,-0.16802974859390574,3
0.7,-0.09784410645633113,3
0.7025,0.07303153568124277,3
0.705,0.08827717781881805,3
0.7075,-0.5190371800436084,3
0.71,-0.012461537906033548,3
0.7125,0.024154104231540074,3
0.715,-0.32071025363088523,3
0.7175,-0.012504611493310058,3
0.72,-0.18951896935573664,3
0.7225,-0.22004332721816144,3
0.725,-0.009487685080587838,3
0.7275,-0.10716204294301246,3
0.73,-0.47338640080543826,3
0.7325,-0.11940075866786426,3
0.735,-0.26589511653028897,3
0.7375,-0.25675947439271507,3
0.74,0.07281616774485933,3
0.7425,-0.052318190117566665,3
0.745,0.051427452020008424,3
0.7475,-0.15915690584241737,3
0.75,-0.012691263704843081,3
0.7525,-0.0004956215672686781,3
0.755,0.18260002057030533,3
0.7575,-0.2294043372921193,3
0.76,-0.08598869515454499,3
0.7625,-0.2721530530169707,3
0.765,-0.143997410879396,3
0.7675,-0.015841768741822193,3
0.77,0.1977738733957528,3
0.7725,-0.2661104844666733,3
0.775,-0.04029484232909919,3
0.7775,-0.0342092001915244,3
0.78,-0.00980355805395039,3
0.7825,0.3502820840836245,3
0.785,0.1702177262211988,3
0.7875,0.10916336835877338,3
0.79,0.2342790104963477,3
0.7925,0.3044546526339218,3
0.795,-0.2937097052285029,3
0.7975,-0.2143740630909292,3
0.8,-0.22964842095335403,3
0.8025,0.011427221184219682,3
0.805,-0.05267713667820573,3
0.8075,-0.3395514945406308,3
0.81,0.005284147596943178,3
0.8125,-0.11986021026548244,3
0.815,-0.046624568127908717,3
0.8175,-0.046638925990333924,3
0.82,-0.03750328385276003,3
0.8225,-0.15653764171518514,3
0.825,0.005198000422390159,3
0.8275,-0.08332635744003625,3
0.83,0.026529284697538458,3
0.8325,0.11806492683511216,3
0.835,-0.815789431027313,3
0.8375,0.11193621111026175,3
0.84,-0.0009981467521642529,3
0.8425,-0.16886250461458907,3
0.845,-0.05595686247701526,3
0.8475,-0.18414122033944036,3
0.85,-0.007155578201866852,3
0.8525,-0.16280993606429206,3
0.855,-0.022444293926716874,3
0.8575,0.050781348210857225,3
0.86,0.09959699034843172,3
0.8625,-0.08962736751399447,3
0.865,0.038528274623580216,3
0.8675,-0.18120608323884468,3
0.87,-0.03474044110127128,3
0.8725,-0.046954798963696476,3
0.875,-0.15988915682612248,3
0.8775,0.1391664853114527,3
0.88,-0.3796478725509731,3
0.8825,-0.2453822304133988,3
0.885,-0.1385865882758237,3
0.8875,-0.010420946138250287,3
0.89,-0.2026953040006756,3
0.8925,0.05363033813689899,3
0.895,0.1177059802744731,3
0.8975,-0.4468883775879515,3
0.9,0.1146272645496218,3
0.9025,-0.08985709331280312,3
0.905,-0.08377145117522922,3
0.9075,-0.2974058090376541,3
0.91,-0.09600016690008051,3
0.9125,-0.12653452476250582,3
0.915,-0.2730288826249305,3
0.9175,-0.5293932404873569,3
0.92,-0.21507759834978213,3
0.9225,0.07482804378779218,3
0.925,-0.23646631407463303,3
0.9275,-0.09000067193705874,3
0.93,-0.24260502979948484,3
0.9325,-0.022889387661909844,3
0.935,-0.11445374552433574,3
0.9375,-0.15108810338676104,3
0.94,-0.29759246124918715,3
0.9425,-0.03515681911161295,3
0.945,-0.06874117697403737,3
0.9475,-0.19387553483646425,3
0.95,-0.27017989269888876,3
0.9525,-0.18169425056131505,3
0.955,-0.07794860842373996,3
0.9575,-0.31905296628616586,3
0.96,0.22109267585140824,3
0.9625,-0.05968168201101687,3
0.965,-0.035286039873443364,3
0.9675,-0.22451039773586778,3
0.97,0.11117524440170534,3
0.9725,0.02571088653928033,3
0.975,-0.3008434713231445,3
0.9775,0.22709217081442912,3
0.98,-0.4504121870479958,3
0.9825,-0.11778654491042229,3
0.985,-0.026240902772847186,3
0.9875,0.18736473936472642,3
0.99,-0.2490496184976987,3
0.9925,-0.2399139763601239,3
0.995,-0.001888334222550192,3
0.9975,-0.0843026920849752,3
1.0,0.0347029500525986,3
1.0025,0.1170885921901732,3
1.005,0.0926642343277484,3
1.0075,-0.3437601235346781,3
1.01,0.1292555186028972,3
1.0125,-0.06912883925952862,3
1.015,0.00410680287804599,3
1.0175,-0.2858275549843805,3
1.02,-0.0020319128468058167,3
1.0225,0.08645372929076967,3
1.025,0.08338937142834357,3
1.0275,-0.3133549864340823,3
1.03,0.20238065570349217,3
1.0325,-0.13638370215893314,3
1.035,-0.28287806002135873,3
1.0375,0.019227582116215558,3
1.04,-0.002146775746210139,3
1.0425,-0.02047113360863584,3
