nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Leu,0,1,0.8562078812086066,-619.8032753772419,0.7036931447249188,0.01793365498137783,0.02245335375928346,0.0005209333255247338,0.02245335375928346,0.0005209333255247338
PA,guesthost_Leu,0,2,0.8659081594230269,-504.1087801929313,0.704233688489861,0.01946066169515016,0.02078726078799165,0.0005236823337189749,0.02078726078799165,0.0005236823337189749
PA,guesthost_Leu,0,3,0.7563058767144805,-310.0025269904805,0.5943772257742966,0.022122003955126847,0.04041719402064623,0.0015794245444775061,0.04041719402064623,0.0015794245444775061
PA,guesthost_Leu,1,0,0.48399501461791383,-162.43021694480947,1.0999999999999999,0.1239777401257968,0.002398625643379381,0.00021255211737376446,0.002398625643379381,0.00021255211737376446
PA,guesthost_Leu,1,2,0.8779331683023299,-724.1429482352185,1.0999999999999999,0.03216818599230288,0.0037619872222755136,7.77487024341803e-05,0.0037619872222755136,7.77487024341803e-05
PA,guesthost_Leu,1,3,0.931756997258513,-708.0754912632966,1.099999999999997,0.026716202477196225,0.004777376320960161,8.131918954078195e-05,0.004777376320960161,8.131918954078195e-05
PA,guesthost_Leu,2,0,0.307165846564623,-76.25856079028543,1.0999999999999999,0.1490711557560933,0.0024803560503916956,0.0002794794352143399,0.0024803560503916956,0.0002794794352143399
PA,guesthost_Leu,2,1,0.9734160625053083,-1153.495456576555,1.0999999999999983,0.015309794468400605,0.005721179772816745,5.5118292637485875e-05,0.005721179772816745,5.5118292637485875e-05
PA,guesthost_Leu,2,3,0.8497927645264676,-880.7580058905091,1.0522713377553974,0.0285261744554656,0.004421431004800692,8.705040714321547e-05,0.004421431004800692,8.705040714321547e-05
PA,guesthost_Leu,0,1,0.8562078812086066,-619.8032753772419,0.7036931447249188,0.01793365498137783,0.02245335375928346,0.0005209333255247338,0.02245335375928346,0.0005209333255247338
PA,guesthost_Leu,0,2,0.8659081594230269,-504.1087801929313,0.704233688489861,0.01946066169515016,0.02078726078799165,0.0005236823337189749,0.02078726078799165,0.0005236823337189749
PA,guesthost_Leu,0,3,0.7563058767144805,-310.0025269904805,0.5943772257742966,0.022122003955126847,0.04041719402064623,0.0015794245444775061,0.04041719402064623,0.0015794245444775061
PA,guesthost_Leu,1,0,0.48399501461791383,-162.43021694480947,1.0999999999999999,0.1239777401257968,0.002398625643379381,0.00021255211737376446,0.002398625643379381,0.00021255211737376446
PA,guesthost_Leu,1,2,0.8779331683023299,-724.1429482352185,1.0999999999999999,0.03216818599230288,0.0037619872222755136,7.77487024341803e-05,0.0037619872222755136,7.77487024341803e-05
PA,guesthost_Leu,1,3,0.931756997258513,-708.0754912632966,1.099999999999997,0.026716202477196225,0.004777376320960161,8.131918954078195e-05,0.004777376320960161,8.131918954078195e-05
PA,guesthost_Leu,2,0,0.307165846564623,-76.25856079028543,1.0999999999999999,0.1490711557560933,0.0024803560503916956,0.0002794794352143399,0.0024803560503916956,0.0002794794352143399
PA,guesthost_Leu,2,1,0.9734160625053083,-1153.495456576555,1.0999999999999983,0.015309794468400605,0.005721179772816745,5.5118292637485875e-05,0.005721179772816745,5.5118292637485875e-05
PA,guesthost_Leu,2,3,0.8497927645264676,-880.7580058905091,1.0522713377553974,0.0285261744554656,0.004421431004800692,8.705040714321547e-05,0.004421431004800692,8.705040714321547e-05
PA,guesthost_Leu,0,1,0.8562078812086066,-619.8032753772419,0.7036931447249188,0.01793365498137783,0.02245335375928346,0.0005209333255247338,0.02245335375928346,0.0005209333255247338
PA,guesthost_Leu,0,2,0.8659081594230269,-504.1087801929313,0.704233688489861,0.01946066169515016,0.02078726078799165,0.0005236823337189749,0.02078726078799165,0.0005236823337189749
PA,guesthost_Leu,0,3,0.7563058767144805,-310.0025269904805,0.5943772257742966,0.022122003955126847,0.04041719402064623,0.0015794245444775061,0.04041719402064623,0.0015794245444775061
PA,guesthost_Leu,1,0,0.48399501461791383,-162.43021694480947,1.0999999999999999,0.1239777401257968,0.002398625643379381,0.00021255211737376446,0.002398625643379381,0.00021255211737376446
PA,guesthost_Leu,1,2,0.8779331683023299,-724.1429482352185,1.0999999999999999,0.03216818599230288,0.0037619872222755136,7.77487024341803e-05,0.0037619872222755136,7.77487024341803e-05
PA,guesthost_Leu,1,3,0.931756997258513,-708.0754912632966,1.099999999999997,0.026716202477196225,0.004777376320960161,8.131918954078195e-05,0.004777376320960161,8.131918954078195e-05
PA,guesthost_Leu,2,0,0.307165846564623,-76.25856079028543,1.0999999999999999,0.1490711557560933,0.0024803560503916956,0.0002794794352143399,0.0024803560503916956,0.0002794794352143399
PA,guesthost_Leu,2,1,0.9734160625053083,-1153.495456576555,1.0999999999999983,0.015309794468400605,0.005721179772816745,5.5118292637485875e-05,0.005721179772816745,5.5118292637485875e-05
PA,guesthost_Leu,2,3,0.8497927645264676,-880.7580058905091,1.0522713377553974,0.0285261744554656,0.004421431004800692,8.705040714321547e-05,0.004421431004800692,8.705040714321547e-05
PA,guesthost_Leu,0,1,0.8562078812086066,-619.8032753772419,0.7036931447249188,0.01793365498137783,0.02245335375928346,0.0005209333255247338,0.02245335375928346,0.0005209333255247338
PA,guesthost_Leu,0,2,0.8659081594230269,-504.1087801929313,0.704233688489861,0.01946066169515016,0.02078726078799165,0.0005236823337189749,0.02078726078799165,0.0005236823337189749
PA,guesthost_Leu,0,3,0.7563058767144805,-310.0025269904805,0.5943772257742966,0.022122003955126847,0.04041719402064623,0.0015794245444775061,0.04041719402064623,0.0015794245444775061
PA,guesthost_Leu,1,0,0.48399501461791383,-162.43021694480947,1.0999999999999999,0.1239777401257968,0.002398625643379381,0.00021255211737376446,0.002398625643379381,0.00021255211737376446
