nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,tau_mean,tau_mean_err
PA,guesthost_TrpDL,0,1,0.978878984732313,-70663.40387563215,0.7782668108681848,0.0014084704765922778,0.036554182793451066,0.0001051608554632567,0.06879831686018527,0.0003302102624811886,0.7418807531767991,0.0028934351136009557,0.07948905439608217,0.0001769468784465714
PA,guesthost_TrpDL,0,2,0.9600149853380726,-1123.096722345942,0.5993356680566815,0.018946856988391412,0.013135665570357589,0.0009955373954914201,0.267072624543484,0.006079281688540753,0.9999999999999999,0.01707943734319098,0.27494529744346335,0.004843859162320756
PA,guesthost_TrpDL,0,3,0.9085758598312357,-222.33131341834616,0.5879767234211991,0.08764276560134912,0.007299880278637524,0.0022197796110213852,0.37468532458450404,0.021389314027143044,0.9999999999999999,0.03953201765764028,0.3789774842721043,0.01699073306040184
PA,guesthost_TrpDL,1,0,0.7648922688529047,-26465.61559875065,0.9999999999999909,0.010796876401302447,0.002998455039229187,3.4383824620438346e-05,0.028404741163705106,0.0008615735826687619,0.04458260854211676,0.0010166987519004205,0.004264812495270774,2.4470756312310574e-05
PA,guesthost_TrpDL,1,2,0.971928528912364,-6532.841736922719,0.9999999999999999,0.00780211501904991,0.005815603076846692,5.389543348527917e-05,0.03602702038052706,0.0012318264314517815,0.08917543583434043,0.0022120743972327246,0.009028328321092858,5.987606355500965e-05
PA,guesthost_TrpDL,1,3,0.8837254353791455,-500.0926996494227,0.9999999999999999,0.1538940702383446,0.0026349362254923167,0.0004501283305687187,0.19148334238714154,0.018851930571954528,0.04870669608747616,0.003352066950146617,0.011961457188956961,0.000449160897479714
PA,guesthost_TrpDL,2,0,0.6079146979935937,-339.53936224717535,0.9999999999999999,0.15259166013085648,0.002633288255163342,0.000521164924139075,0.05627567806055408,0.03697613646065046,0.014272283147992086,0.005048058555832981,0.0034364706667888156,0.000137798828393825
PA,guesthost_TrpDL,2,1,0.9937298002915631,-9225.74726489653,0.9649466404766046,0.009355556508157916,0.011151225409018526,0.00010392988609385617,0.09278400351187784,0.010671482148440173,0.02399171412996499,0.0007156490475874183,0.012986384783720419,2.4032446006965033e-05
PA,guesthost_TrpDL,2,3,0.7733662983932476,-791.8651852247813,0.9999999999999999,0.05634859842310886,0.003195208703657938,0.00020215145847855625,0.02648831293245339,0.012277750444443462,0.021073710204583988,0.005961409155370386,0.0037534157342047946,9.171960433776793e-05
PA,guesthost_TrpDL,0,1,0.978878984732313,-70663.40387563215,0.7782668108681848,0.0014084704765922778,0.036554182793451066,0.0001051608554632567,0.06879831686018527,0.0003302102624811886,0.7418807531767991,0.0028934351136009557,0.07948905439608217,0.0001769468784465714
