nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_Trp,0,1,0.992107061071211,-56901.3428337758,0.8203724095786762,0.0018128448211182065,0.009662411765079504,3.9990914788417185e-05,0.18736707762170982,0.00095657226957014,0.09434593632098427,0.0005098251505665922,0.010909013421944912,0.00013152805775364023,0.9999999999999999,0.008355121222713837,0.036513111817951284,7.318478215971663e-05
PA,guesthost_Trp,0,2,0.9938272873466969,-15905.331717131992,0.7577383961237973,0.007467902717524589,0.0059562326589190605,0.00010491569706014032,0.29945301921138684,0.008507331340724263,0.0261181660491733,0.0005914982403314345,0.06176252930894337,0.000884619102484554,0.2248120826192217,0.0018022195869493323,0.02621939270337307,6.786885735188168e-05
PA,guesthost_Trp,0,3,0.9705686806015812,-548.528688852061,0.9999999999999999,0.15637045712461609,0.002319002504628507,0.0005505657029144764,0.3493370271273982,0.0681324092386836,0.014395488666185632,0.0024395807429780513,0.08251635342570642,0.0076733039374647085,0.2625356229395901,0.01981126009005239,0.029011361968641167,0.0009540600420164771
PA,guesthost_Trp,1,0,0.9208033452124029,-28607.326268887842,0.9999999599090004,0.1631861229729038,0.0013332614318869497,0.0006747289913099655,0.9555675391464126,0.48562262759342517,0.002820850467354368,0.00037314304367709546,0.08015851903026408,0.0015999873478097536,0.03772054628461829,0.00042898153639083777,0.007052397645012519,0.0002862895645937948
PA,guesthost_Trp,1,2,,,,,,,,,,,,,,,,
PA,guesthost_Trp,1,3,,,,,,,,,,,,,,,,
PA,guesthost_Trp,2,0,0.9758481180615682,-12401.511078964813,0.7915204972787198,0.11616869929678607,0.0014696878654296658,0.00019528223898639496,0.9273705879873289,0.026372398460994748,0.005828275607963646,8.691192048857713e-05,0.009030501084235644,0.0019496651070371877,0.024747518471815576,0.0023093033280394554,0.006791741939990715,9.878837260518881e-05
PA,guesthost_Trp,2,1,0.9843929437313482,-21267.147049195126,0.394633473409018,0.14306447411612777,0.0038667367673919447,0.0005651925524047659,0.8767689100834416,0.15108776039687735,0.0064774277008591225,0.0002403248421318956,0.0052133172899190006,0.0005461063536541794,0.047366171059466416,0.0026250702094223278,0.0074520858652423645,1.7049985152618352e-05
PA,guesthost_Trp,2,3,,,,,,,,,,,,,,,,
PA,guesthost_Trp,0,1,0.992107061071211,-56901.3428337758,0.8203724095786762,0.0018128448211182065,0.009662411765079504,3.9990914788417185e-05,0.18736707762170982,0.00095657226957014,0.09434593632098427,0.0005098251505665922,0.010909013421944912,0.00013152805775364023,0.9999999999999999,0.008355121222713837,0.036513111817951284,7.318478215971663e-05
