nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Trp,0,1,0.3836410516268416,-5720.890556396261,0.42620601396860125,0.003165572070176334,0.23930537053887982,0.0027981395833389577,0.23930537053887982,0.0027981395833389577
PA,guesthost_Trp,0,2,0.6171270938810898,-3026.501922783087,0.4825447122966238,0.005615286260918138,0.09574834389575004,0.00134889101584515,0.09574834389575004,0.00134889101584515
PA,guesthost_Trp,0,3,0.5775432915251395,-145.22391989906419,0.4681621968253461,0.024029787385722944,0.11206693485037351,0.007649385690242106,0.11206693485037351,0.007649385690242106
PA,guesthost_Trp,1,0,0.5938433922203072,-10199.148391057091,0.519397608825796,0.0034072992808140807,0.01820515959869675,0.00014175286454511265,0.01820515959869675,0.00014175286454511265
PA,guesthost_Trp,1,2,0.6286616427313663,-5352.9552443558005,0.49355532900977794,0.00435819085592954,0.03061370241769994,0.0003209546417772952,0.03061370241769994,0.0003209546417772952
PA,guesthost_Trp,1,3,0.9698253591272228,-2924.5981152300405,0.7250568767896999,0.005240073236252696,0.04479543070556847,0.00027442955610803595,0.04479543070556847,0.00027442955610803595
PA,guesthost_Trp,2,0,0.94649793424052,-9783.029506053133,1.0357791163701533,0.00604061781808356,0.006061761371291261,2.4971120204929457e-05,0.006061761371291261,2.4971120204929457e-05
PA,guesthost_Trp,2,1,0.8937895601327704,-11494.191926385334,0.9728651938828653,0.006345736767279905,0.007460567182990143,3.59702335305066e-05,0.007460567182990143,3.59702335305066e-05
PA,guesthost_Trp,2,3,0.5312170650387443,-1385.127110071311,0.6583643199778949,0.013498001097063362,0.007489698574275839,0.00016583600933610685,0.007489698574275839,0.00016583600933610685
PA,guesthost_Trp,0,1,0.3836410516268416,-5720.890556396261,0.42620601396860125,0.003165572070176334,0.23930537053887982,0.0027981395833389577,0.23930537053887982,0.0027981395833389577
PA,guesthost_Trp,0,2,0.6171270938810898,-3026.501922783087,0.4825447122966238,0.005615286260918138,0.09574834389575004,0.00134889101584515,0.09574834389575004,0.00134889101584515
PA,guesthost_Trp,0,3,0.5775432915251395,-145.22391989906419,0.4681621968253461,0.024029787385722944,0.11206693485037351,0.007649385690242106,0.11206693485037351,0.007649385690242106
PA,guesthost_Trp,1,0,0.5938433922203072,-10199.148391057091,0.519397608825796,0.0034072992808140807,0.01820515959869675,0.00014175286454511265,0.01820515959869675,0.00014175286454511265
PA,guesthost_Trp,1,2,0.6286616427313663,-5352.9552443558005,0.49355532900977794,0.00435819085592954,0.03061370241769994,0.0003209546417772952,0.03061370241769994,0.0003209546417772952
PA,guesthost_Trp,1,3,0.9698253591272228,-2924.5981152300405,0.7250568767896999,0.005240073236252696,0.04479543070556847,0.00027442955610803595,0.04479543070556847,0.00027442955610803595
PA,guesthost_Trp,2,0,0.94649793424052,-9783.029506053133,1.0357791163701533,0.00604061781808356,0.006061761371291261,2.4971120204929457e-05,0.006061761371291261,2.4971120204929457e-05
PA,guesthost_Trp,2,1,0.8937895601327704,-11494.191926385334,0.9728651938828653,0.006345736767279905,0.007460567182990143,3.59702335305066e-05,0.007460567182990143,3.59702335305066e-05
PA,guesthost_Trp,2,3,0.5312170650387443,-1385.127110071311,0.6583643199778949,0.013498001097063362,0.007489698574275839,0.00016583600933610685,0.007489698574275839,0.00016583600933610685
PA,guesthost_Trp,0,1,0.3836410516268416,-5720.890556396261,0.42620601396860125,0.003165572070176334,0.23930537053887982,0.0027981395833389577,0.23930537053887982,0.0027981395833389577
PA,guesthost_Trp,0,2,0.6171270938810898,-3026.501922783087,0.4825447122966238,0.005615286260918138,0.09574834389575004,0.00134889101584515,0.09574834389575004,0.00134889101584515
PA,guesthost_Trp,0,3,0.5775432915251395,-145.22391989906419,0.4681621968253461,0.024029787385722944,0.11206693485037351,0.007649385690242106,0.11206693485037351,0.007649385690242106
PA,guesthost_Trp,1,0,0.5938433922203072,-10199.148391057091,0.519397608825796,0.0034072992808140807,0.01820515959869675,0.00014175286454511265,0.01820515959869675,0.00014175286454511265
PA,guesthost_Trp,1,2,0.6286616427313663,-5352.9552443558005,0.49355532900977794,0.00435819085592954,0.03061370241769994,0.0003209546417772952,0.03061370241769994,0.0003209546417772952
PA,guesthost_Trp,1,3,0.9698253591272228,-2924.5981152300405,0.7250568767896999,0.005240073236252696,0.04479543070556847,0.00027442955610803595,0.04479543070556847,0.00027442955610803595
PA,guesthost_Trp,2,0,0.94649793424052,-9783.029506053133,1.0357791163701533,0.00604061781808356,0.006061761371291261,2.4971120204929457e-05,0.006061761371291261,2.4971120204929457e-05
PA,guesthost_Trp,2,1,0.8937895601327704,-11494.191926385334,0.9728651938828653,0.006345736767279905,0.007460567182990143,3.59702335305066e-05,0.007460567182990143,3.59702335305066e-05
PA,guesthost_Trp,2,3,0.5312170650387443,-1385.127110071311,0.6583643199778949,0.013498001097063362,0.007489698574275839,0.00016583600933610685,0.007489698574275839,0.00016583600933610685
PA,guesthost_Trp,0,1,0.3836410516268416,-5720.890556396261,0.42620601396860125,0.003165572070176334,0.23930537053887982,0.0027981395833389577,0.23930537053887982,0.0027981395833389577
PA,guesthost_Trp,0,2,0.6171270938810898,-3026.501922783087,0.4825447122966238,0.005615286260918138,0.09574834389575004,0.00134889101584515,0.09574834389575004,0.00134889101584515
PA,guesthost_Trp,0,3,0.5775432915251395,-145.22391989906419,0.4681621968253461,0.024029787385722944,0.11206693485037351,0.007649385690242106,0.11206693485037351,0.007649385690242106
PA,guesthost_Trp,1,0,0.5938433922203072,-10199.148391057091,0.519397608825796,0.0034072992808140807,0.01820515959869675,0.00014175286454511265,0.01820515959869675,0.00014175286454511265
PA,guesthost_Trp,1,2,0.6286616427313663,-5352.9552443558005,0.49355532900977794,0.00435819085592954,0.03061370241769994,0.0003209546417772952,0.03061370241769994,0.0003209546417772952
PA,guesthost_Trp,1,3,0.9698253591272228,-2924.5981152300405,0.7250568767896999,0.005240073236252696,0.04479543070556847,0.00027442955610803595,0.04479543070556847,0.00027442955610803595
PA,guesthost_Trp,2,0,0.94649793424052,-9783.029506053133,1.0357791163701533,0.00604061781808356,0.006061761371291261,2.4971120204929457e-05,0.006061761371291261,2.4971120204929457e-05
PA,guesthost_Trp,2,1,0.8937895601327704,-11494.191926385334,0.9728651938828653,0.006345736767279905,0.007460567182990143,3.59702335305066e-05,0.007460567182990143,3.59702335305066e-05
PA,guesthost_Trp,2,3,0.5312170650387443,-1385.127110071311,0.6583643199778949,0.013498001097063362,0.007489698574275839,0.00016583600933610685,0.007489698574275839,0.00016583600933610685
